date_of_stay,traveller_username,review_title,review_text,travel_type,traveller_country_origin,traveller_total_contributions,traveller_total_helpful_contributions,rating1,rating2
Date of stay: May 2023,CdnMtnGal,Excellent Airport Stay,"Perfect for a one night stay while at Changi. Easy to access from international arrivals area using airport train. Staff were friendly, efficient and helpful. Nice that it is connected directly to Jewel, which has many sites and places to eat. Definitely recommend.",,"Toronto, Canada",507 ,178 ,,5.0
Date of stay: September 2023,mossie31,Perfect hotel at the airport in Singapore,"This hotel is perfect if you are planning an overnight stay and not going to the city. It’s part of the airport complex. Once you are in the right terminal you can walk into the hotel.  The room is spacious and light, great bathroom, with good towels. There is a Jewel shopping/restaurant centre which is within walking distance, all part of the same complex.   The room provided two English breakfast teabags only, along with coffee sachets and the milk in the refrigerator is a coffee creamer. No normal milk is provided.  I would definitely recommend the hotel.",,"Sydney, Australia",183 ,71 ,4.0,
Date of stay: August 2023,Nizam,A Refresh Comfort before Takeoff,"I never thought I would actually stay at an airport hotel but this is really something I wanted to go for to experience while flying off upon checkout.  Conveniently located in the airport premises, spacious rooms, huge pool, breakfast area is currently under reno which is why it is in their function rooms and most importantly the runway view! It’s such a therapeutic stay looking out the window and not as noisy as I thought it would be.  Will definitely come back. Thanks for arranging a bday amenity and also shoutout for an informative check in on the hotel facilities and smooth check in by Elkes!",,"Singapore, Singapore",30 ,22 ,5.0,
Date of stay: September 2023,Praxmeyer,Wonderful hotel,I have to say that I really like this hotel. It is perfect for transit or a longer stay in Singapore. We have stayed a couple of nights and really enjoyed it. The rooms are spacious and spotlessly clean. I have to say the staff are exceptional. They bend over backwards to assist and nothing is a problem. I will be coming back here,,"Napier, New Zealand",452 ,232 ,5.0,
Date of stay: August 2023,Ankur Rawat,Very Nice Hotel ,"This is the very nice hotel located at Changi Airport. I am a long staying guest here in Crowne Plaza. The hotel was very convenient for all travelers. The room was very good and nice, nothing to say 👍💪 The breakfast is absolutely nice and delicious ever since and also the Ala Carte food was great, staff is Amazing 🙂 I love the service here, it’s best always 👏 I would like to specially thank Ms. Jane for her exceptional hospitality and great attitude. “You still have a long way to go in life, keep it up Jane 😎” ",,"Singapore, Singapore",1 ,,5.0,
Date of stay: August 2023,Graham L,Very convenient and comfortable,We stayed for one night on layover for flight to Europe. The hotel is a short walk from the terminal through the airport. So very convenient for flights. Staff were very helpful. Our first room had a problem with the air conditioning and we were moved very quickly to resolve the problem. Breakfast is good. The hotel is a short walk to a shopping centre called Jewel. Again this is very convenient. Our bed was also very comfortable. I would happily stay again on a layover.,,"Canberra, Australia",440 ,70 ,5.0,
Date of stay: August 2023,travelloves,They go the extra mile,Staff at this hotel are really wonderful. Swimming pool is gorgeous!  Very convenient location right at the airport terminal. Delicious food. The hotel is undergoing renovations but the staff more than make up for it by going above and beyond to make our stay comfortable.,,,9 ,7 ,4.0,
Date of stay: August 2023,ceflo213,Super experience ,"We spent 1 night in the hotel (room 726). We have been upgraded when we arrived and benefitted from an enlarged en suite room with a living room. Top comfort (top bed). All services are accessible from a QR code and whatsapp. It would nice to have the phone codes written to call the either the lobby or restaurant just near the phones however. 2 TV: one in the living room with access to apple TV (thanks ro airplay) and in the bedroom (but the quality of the image was bad and airplay did not work). Huge swimming pool on 3rd floor: very nice one and with a view on the air control tower. Nice breakfast (for once in Asia good croissant). Very reactive and nice service weither at the lobby, luggages service, swimming pool (the lights were switched off we send a message on whatsapp and",,"Paris, France",18 ,10 ,5.0,
Date of stay: August 2023,Nielzon,Short stay,"Checked-in on the 9th floor and has an execellent view of the Jewel. Room is clean with decent toiletries. Restaurant is a bit small (due to current renovation) but not crowded which makes it conducive to eat.   Food is great! Attendants are attentive and accommodating especially ""Jane"" who always wear her contagious smile.",,"Brisbane, Australia",1 ,,,5.0
Date of stay: April 2023,Adrian H,Great one night stopover - as easy as it gets,"We arrived from Europe at around 1600 and were quickly in the hotel which is direct access from the terminals.   Smallish but nice room, needed to ask for an extra bed for our four year old.  The room had direct pool access which was appreciated.  Easy to get into the Jewel area for dinner followed by an easy exit back into the airport for our onward flight",,,11 ,1 ,5.0,
Date of stay: August 2023,YuniTjh,Worst hotel in singapore,"When we are in changi not so many option to stay so we choose crown plaza but the room was outdated, after check in I cannot open the door and then I go down to change my key but still can open the door so I asked house keeping telephone the receptionist to change my key and open my room, after that in the night someone open my room when I am in the room so I call receptionist and she said that my booking via agoda was daily use but I said my voucher is for 1 night so she very rude asked me to call the agoda and when I call agoda the receptionist call me again said my reservation for 1 night because my old key was in express check out so they think that I was check out. I NEVER STAY HERE AGAIN. RECEPTIONIST GIRL VERY RUDE. ",,Surabaya,62 ,61 ,1.0,
Date of stay: August 2023,Wong Youzhen,Great Staff,"My parents check-In few days ago, so we are Singaporean.., My mom ask me how to rate or give feedback to Crowne Plaza coz my mom and dad was very happy on the staff service. my parents mention that staff very courteous and kind, my parents says this is the wonderful hotel with good service and restaurant. The room was spacious, clean, tidy and very comfortable to them. My dad mention during breakfast in the restaurant.. the staff was very attentive and courteous then my mom ask the staff name. staff name is Jane.., my mom mention that she memorize her name and never forget bcoz of the great service...,  My parents was very happy on staying in the hotel and bcoz of your great staff. Exceptional to Jane. Thank you for taking care of our parents. Salute for your kindness..,, Good",,,1 ,,5.0,
Date of stay: August 2023,Jordan Anderson,Nice Hotel 👏,"Hotel was perfect. Great location. Room was very nice. I love the view also. Perfect 👍🤩 Breakfast have so many choice of food even drinks. I like it so much 😀 Staff very friendly and welcoming but JANE exceptional. Very good service, very courteous and attentive. Keep it up JANE 👏👍  Will come back again 👍  I’m Captain Jordan, once again. Thank you Crown Plaza for the wonderful service 👏",,,1 ,,5.0,
Date of stay: December 2022,cyberbob2000,"Hmm, it was okay. I'll be back only because it's the only option at the airport.","The rooms are nice and clean. The pool is great and really lovely. The food in the restaurant is delicious. The staff is helpful and friendly.  What we didn't like: I booked a room for two adults and two children, when we arrived we were told that the maximum occupancy was one extra bed instead of two. We were very unhappy and it caused for many discussions. ",,Zürich,413 ,162 ,3.0,
Date of stay: August 2023,Austin Grands,Excellent ,"Is this the right site to share my feedback?? 🙂 I’m staying in the hotel 2 days ago. My flight was delayed for 12hrs. I want to share my experience on this hotel. When i’m entering in crowne plaza,. i feel like home. Very welcoming staff, room was clean and tidy. Ambiance was nice first time staying here in singapore.. in the morning i took my breakfast on the 2nd level of the hotel.. when I’m arrived the staff is very welcoming.. i remember one girl who assist me on my table if i’m not mistaken her name is June or Jane? 🤔 she’s great and courteous.. I observe her,, i heard a scenario.. This girl go to another table beside me and asking the two old couple, if they want another coffee or tea,, asking how she can assist the guest needs and hows the breakfast.. I find perfect",,United States,1 ,,5.0,
Date of stay: July 2023,peter,Location is everything ,"Stayed here last year while traveling thru Singapore, she again this year. Hotel is not cheap but you are paying for location and rooms are large clean and tidy so all in all no  complaints. Recommend if you need a night, alot of food options at The Jewel, which is just next door. Also no time or expense traveling into town.",,"Nelson, New Zealand",116 ,30 ,4.0,
Date of stay: July 2023,Bee80204,Great place to stay,"We liked the hotel's proximity to Jewel and the airport that we stayed here again. This time the room configuration felt more cramped but they had great space saving features. Squeezed the ironing board and iron into a flatter space, seating area or for your bag behind the sliding door of the cabinet. Safe in a desk drawer - didn't find that till the last day :) A small coffee table and seat at the foot of the bed. Mini fridge and beverage center also in the sliding door area. Bathrobes and bedroom slippers. Bathroom was nice. Large and bright. Hairdryer - yay! The shower came with a regular and rain shower head and large pump bottles of bath gel, shampoo and conditioner. As rewards members we received two free laundry items per day which could not be accumulated and free",,"Denver, Colorado",3902 ,273 ,,4.0
Date of stay: August 2023,Hannah L,Highly recommend for families to break up a long route,"What an incredible experience. We had booked the main building but it was being renovated so they offered us the jewel wing. It was amazing, huge bath overlooking singapore (highway and sky train but still cool), 2 queen beds and the option to mirror our phone to the TV so we could enjoy our own streaming channels. The pool was a lovely refreshing break between international flights and the breakfast buffet catered to all nationalities. The beds were sooo comfortable, staff helpful and friendly. If you're flying perth to England this is the way to go. We're about to board again and we feel refreshed and rested to do the long 13 hr 40min leg. They also found out it was our daughters 8th birthday and surprised us with a beautiful cake",,,1 ,,,5.0
Date of stay: July 2023,dutchtraveler1,"wonderful hotel, great pool",This is a wonderful hotel with good service and restaurant. They have a great pool. Entrance is really on the airport so no walking/long alleys etc. Surreal nice view on airport seeing planes driving around. There is no noise at all. good service,,"Amsterdam, The Netherlands",14 ,8 ,5.0,
Date of stay: April 2023,tryanythingonce,The only and best at Changi,"We've stayed here before the property was extended and we loved it, and we did again.  Lovely team, great property very well maintained, access to the airport is great... but this stay the Jewel was complete and open and that's why we chose the CP... a short 5 minute walk and we had access to all that the Jewel has to offer - had a great supper and cocktails.  Hotel room was great, huge and in the original wing... gym is great, huge and well equipped.  Staying at Changi this is the only walk to terminal hotel, but it's lovely and although not cheap, it is good value for the quality you get for the money.",,"Walsham-le-Willows, United Kingdom",748 ,439 ,,5.0
Date of stay: July 2023,Mohammed,Excellent breakfast service,"It was not my first time here in Singapore, i like the ambiance of the hotel 😎 all rooms are spacious and very clean the location also was perfect because near at airport., easy for all travelers. So we did my breakfast earlier in the morning 30th of July. The restaurant is also really nice! 🙂 Breakfast was great but (Jane) was really the best, she caught my attention she is the lady in-front when i come for breakfast.. she very helpful and she really looked after me so i felt like at home. Service was excellent. Unbelievable breakfast buffet 😎 excellent customer service at all.   Me and my wife will come back for the service. We promise 👍👏",,Singapore,1 ,,5.0,
Date of stay: July 2023,kiwijinxter,Our favourite hotel in Singapore!,"We have stayed in Crowne Plaza Changi Airport a number of times now. And we'd be keen to keep coming back to the same hotel for many reasons. First and foremost, it's super convenient to everything. Because the hotel is literally next to the airport, it was SO easy to just get off the airport, take the airport transit and then walk straight into the hotel. And the basement (B2 I believe) of airport was a full blown foodcourt with so much variety of tasty Malaysian & Singaporean cuisine to eat till your heart's content. Furthermore, Because the hotel is in Changi, we literally walk out of the hotel and into the MRT (metropolitan rail transport) and go anywhere we want to - SUPER convenient! The MRT is almost at the starting leg of the track, so there is always room to sit inside",,,10 ,,,5.0
Date of stay: July 2023,Ling Chen,Kudos to the positive youg lady in breakfast 👏,"Everything was perfect 👏 Rooms was great, All staff INCREDIBLE.. Breakfast at new place is excellent. BREAKFAST WAS DELICIOUS All staff excellent. Jane is exceptional and very courteous she give me an unforgettable breakfast ever 👍. Everything that i ask for.. she always gave to me with a positive vibes. This lady is asset in your hotel..  See you again crowne plaza and hope to see you again Ms. Jane.!",,,1 ,,5.0,
Date of stay: March 2023,Ella Patterson,"Very good Hotel, next to Jewel Changi and sky train from/to Airport, Pak Salam (Concierge) is very nice & good service","We are amazed, very good transit Hotel, We would go back to stay there, not just for the purpose of transit, very practical, we simply just can check in when we arrive in Singapore, less than 20$ taxi fare to Orchard, connected to Jewel Changi (foods & shopping) also get to the Airport just by SkyTrain. We met Pak Salam (Concierge/Bell Man) that is very warm personality & good service, he even walked us to the Sky Train, definitely Pak Salam is a good asset for the Hotel.",,"Melbourne, Australia",2 ,,,5.0
Date of stay: July 2023,Bradley N,Excellent location for a 1 night stopover,"We stopped over for 1 night in Singapore to break up flying from Italy to New Zealand and the Crowne Plaza Changi was the PERFECT hotel for just that. The location is so handy, hotel is attached to terminal 3 and the super impressive Changi Jewel by a covered walkway. I already love Changi airport and the Crowne Plaza lived up to the hype of 'best airport hotel'. Our rooms (we had 2 joining rooms) were very comfortable and were facing the airport runway. Bathrooms were spacious. Nothing to complain about here. I highly recommend booking runway facing rooms, was great watching planes taking off and landing.  Pool is great, I've stayed at hotels with better pools but for a airport hotel, the pool is very nice. Breakfast was pretty standard, nothing exceptional, we enjoyed it",,,10 ,6 ,,5.0
Date of stay: July 2023,Stay09725701697,Home away from home,Excellent staff and service! Thanks to John (reception) and Salam for the very attentive service!   Room is well designed and spacious. It feels like I’m in a resort!   We will definitely come back. ,,,1 ,,,5.0
Date of stay: July 2023,Harry L,For overnighting in Singapore its a no brainer.,"The convenience is the main factor me me. Only having to walk to the departure & arrivals hall.  The pool rooms are not worth the extra cost. The restaurant is ok, with a huge breakfast menu but the service can be somewhat chaotic.",,"Sydney, Australia",240 ,124 ,4.0,
Date of stay: June 2023,Hiroku S,Outstanding,"Wonderful as only SE Asian hotels can be. The room was much larger than I expected, at least twice as big as any room of a similar category hotel in Sydney, NYC, or London. The bed was a king-size bed, again considerably larger than anything found in the aforementioned cities. Thankfully, the air conditioner worked very well which was a God sent in the hot and humid Singaporean summer weather. I arrived at 4 am and my check-in was as smooth as if I had arrived during peak hours. The convenience of this hotel is unbeatable, located in the center of Changi and only a few minutes walk from the Jewel.",,"Houston, Texas",256 ,134 ,5.0,
Date of stay: May 2023,Momorangi,Ideal hotel for a one night stopover at Singapore,"If you are looking for a one  night stay while you stopover, that is near the airport, this is the place.  It is actually part of one of the Terminals so you don't even have to go outside the airport to get to it.  It has a swimming pool too.  Highly recommended.",,"Rangiora, New Zealand",4 ,1 ,5.0,
Date of stay: June 2023,Roving33220655670,Great customer focus!,Sarojinee made our short stay memorable by giving excellent customer service to my family!  She was very courteous and respectful towards my young family's needs and always had a smile while attending to our needs ,,,1 ,,5.0,
Date of stay: July 2023,QUEENBEE G,relaxed!,"It may be super close to the airport but hardly we hear airplanes!  We enjoyed here its clean, smells good and the staff can speak english.  Buffet has wonderful selection and everyone is super nice, i just did not know that there are rooms with pool access, so now i know Iam always needing rooms with pool access since i always travel with my family.  Highly Recommended",,"Quezon City, Philippines",194 ,15 ,,5.0
Date of stay: July 2023,Benjamin T,Great Birthday Experience.,"The room is spacious, clean, and bright. Bed and pillows are comfortable.  I booked for my child’s birthday and the staff placed balloons on the bed and prepared a small birthday cake, candle, and matchsticks.  The nearby Jewel is a great place to shops and dine too.  Definitely will come back again. ",,,9 ,8 ,,5.0
Date of stay: July 2023,Camper52183374976,Excellent!,Excellent customer service. Everyone here is so friendly and gave my wife and I an unforgettable anniversary. Ideal location in the airport for traveling. Highly recommend staying at the Crowne Plaza! ,,,1 ,,5.0,
Date of stay: June 2023,Hot_Dots,Great Airport Hotel,"This is a really good airport hotel.  The rooms are a good size, the pool is great and it is clean with friendly service.  Nicely located near The Jewel.  The breakfast spread is vast and delicious  I just wish they would bring back the club properly instead of having it as part of the lobby bar.  Would definitely stay again.",,"Melbourne, Australia",232 ,107 ,4.0,
Date of stay: July 2023,bcheong,Convenient,"I stay here a few times per year when i’m travelling via singapore with an early flight the next day. Just next to T3 and Jewel. Front desk polite and professional. The room is basic and functional. Nice pool. The engineering staff, a young chap, very good and friendly",,"Shanghai, China",26459 ,2349 ,,4.0
Date of stay: June 2023,James H,"Clean, modern, convenient.","Very convenient and modern airport hotel. Easy to find and walkable within Terminal 3. Entrances from two floors. Easy checkin, we’ll trained staff. Very nice breakfast Buffett. Modern well appointed room. Good bathroom with strong shower and tub to soak in after a long flight. Good sized room. Lots of plugs and ports for electronics. Only complaint is that the lighting in the room was not bright and consisted of numerous smaller lamps. A little frustrating after a long flight.",Trip type: Travelled on business,"Oceanside, California",583 ,200 ,5.0,
Date of stay: July 2023,richard o,Superb airport hotel,Superb layover hotel located in T3. Lovely design and sub tropical plant feel. Swimming pool is beautiful. Rooms are fresh and blend into the outside view. There is a mall located just opposite which means you don't have to go into Singapore center all the time. Restaurants available in hotel and the mall. Breakfast superb!,Trip type: Travelled on business,"Nottingham, United Kingdom",424 ,240 ,5.0,
Date of stay: July 2023,Neil B,Great Stay,"The booking process was a little long as we have 4 people (2 children 9 and 7) staying in one room. We were placed in a Jr Suite with two additional beds to be placed in the room.

We arrived 3 hours early but were able to check in and the beds were delivered to the room soon after.

It was a great hotel, and walk right into Terminal 3.",Trip type: Travelled with family,"Melbourne, Australia",71 ,28 ,5.0,
Date of stay: June 2023,SMJ0907,Disappointing ,"Many stays at this hotel over the past 10 years where my reviews have been very positive. This stay was disappointing, given the great experiences during previous stays. Our check in experience wasn’t great. It was slow and shortly after checking in I noticed I had been charged twice for our stay. I returned to reception and waited and the receptionist advised that it could take up to 10 days for the refund to be processed. Appreciate this is a bank issue, but there was no apology for the double charge and no explanation. The rooms in the original building are fine but they are getting a bit tired and for the price, they should be much better. The food wasn’t great and the service in the restaurant was poor. It felt like the staff were bored and tired. On checking out, we had to wait so we were directed to the self- check out. That was OK, but we left feeling underwhelmed.",Trip type: Travelled with family,"Melbourne, Australia",77 ,63 ,3.0,
Date of stay: July 2023,sc j,Excellent Hotel to stay,"When we are in Singapore, Crowne Plaza has always been our first preference. Staff are well trained and have provided excellent service. This visit, they surprised me on my birthday with a cake. Thank you Crowne Plaza. Would definitely recommend this hotel.",Trip type: Travelled with family,,1 ,,,5.0
Date of stay: June 2023,Stephen O,Great spot to crash,"The Crowne Plaza is a wonderful go to place for an over night stop over in Singapore, its right there at the airport so very easy to get to at any time of the day or night, whenever you land or take off.  We have stayed there many times and I have never once been disappointed.  The Staff are wonder and welcoming, rooms large and always spotless.  If the timing is right then a visit to the pool is a must, after a flight being able to sort your muscles by swimming is perfect.  The cream on the cake for me is great bedding, lovely pillows and a room that is not overwhelmed by blue light and out door light and noice.  It is also worth looking at having the room by the hour if you've got a 12 hour stop over.  The Spar is also amazing.  It will make all the difference to your trip and stops the Jet Lag!",Trip type: Travelled as a couple,,114 ,93 ,5.0,
Date of stay: June 2023,SMPDX,An excellent hotel attached to Changi,"If you have a flight out of Changi especially an early one, staying here is a great choice.   The hotel is lovely as are the rooms and amenities such as the fitness club, pool and a full breakfast (wide range and choices of cuisine).  The hotel is connected to terminal 3 and within a few feet of the walkway to the Jewel,  which you can access to shop and eat at many of the restaurants. There is also a food court in the basement of Terminal 3 which yo you can access. We stayed here the day before we had an early flight the next day and because we were there the night before, we were able to check in the night before and avoid the early morning check in lines.  Highly recommend this hotel for convenience and comfort",Trip type: Travelled with family,"Portland, Oregon",92 ,116 ,5.0,
Date of stay: May 2023,Rosa C,Convenient and luxurious,"We actually stayed here twice, on the way over to Europe and again on our way home. The hotel is easy to get to and very spacious and very nice. Our first experience was good, very comfy bed and bathroom was fabulous. Our only gripe was that they had no toiletries in the room. This room on both occasions was booked for a layover, so we had paid for this room for 8 hours only on each stay. You book these rooms to sleep as you are tired. I was annoyed that if i wanted the toiletries I had to call them and they would deliver. I did not do that, I just opened my luggage and retrieved my own. Which i would have preferred not to do, just an inconvenience.
We rebooked this hotel on the way home, for the exact same reason and for the exact same time, 8 hours. This time we we allocated a bigger room, which was fabulous, shame it was only for 8 hours, with all the toiletries you could need :) Thank you Crowne! I would recommend this hotel for a layover.",Trip type: Travelled as a couple,"Perth, Australia",149 ,91 ,4.0,
