travel_type,rating,valid_rating,label,combined_review,date,covid,is_local
,4.0,True,Positive,"good hotel, need more attentiveness for family with kids this was my second stay at this hotel, the first time for my family.  we arrived at the hotel at around midnite and were greeted by the receptionist very warmly.  The check-in process took some time as the other staff were also busy preparing for the airline crews' check-in. I wished that the other team could have been more sensitive as we were traveling with kids below 10 yrs old and it was their bedtime already.  I need to put this comment as we arrived 10 mins before the airline crews arrived, yet we had to wait in line behind another guest just because the other team at the receptionists were busy preparing for the airline crew's arrival.  the receptionist who received us was kind enough and offered us an extra bed in our room, free of charge. to our surprise, the extra bed",2023-07-01,PostCovid,0
,4.0,True,Positive,"Very pleasant stay We spent 2 nights at this hotel prior to a cruise.  Nicely located in a more residential type area than the city it was a simple 15 minute taxi ride from the airport.  A good size mall with multiple eating options was 5 minutes away, as was a good size street food hall with lots of excellent food. It was a gentle 15 minute stroll down to the very pleasant waterfront area.   Checking in and out was efficient and all of the staff were friendly. I'd read that the hotel was showing its age but we found it to be pretty fresh and spotlessly clean.  Our room was a good size, as was the bathroom, with plenty of bench space and comfy seating.  The bed was very comfortable and the room was very quiet.    all in all a very pleasant stay and we will definitely be back. ",2023-05-01,PostCovid,0
,3.0,True,Neutral,"not bad except elevators There is a problem with the operation of the elevators. Only 2 out of 4 are working during breakfast hours and it is crowded. When it is on the 4th floor, it is displayed as the 6th floor, when it is on the 1st floor it is displayed as the 2nd floor, and many people get off on the wrong floor. The toilet smells like sea water.  Amenities such as razors are lacking. I want them to improve the laundry service for long-term guests. Satisfied with the pool, gym, breakfast, etc.  エレベーターの動作に問題あり。朝食の時間帯は4機のうち2機しか動いていないので混雑している。階数表示がおかしく、4階にあるときに6階、1階にあるときは2階と表示され、間違った階で降りてしまう人が多い。 トイレは海水のような匂いがする。 コンディショナー、カミソリなどのアメニティが揃っていない。 長期滞在者向けのランドリーサービスを充実して欲しい。 プール、ジム、朝食などは満足。",2023-06-01,PostCovid,0
,4.0,True,Positive,"Great Staff and Comfortable Room I came for work purpose this time and I have stayed here for a night.   The hotel is located with a 15 mins ride from Changi Airport and from here, there are several bus routes going to the city centre, which takes around 30-40 mins.   Honestly speaking, I just expect this would be a normal hotel without great services. However, I proved I am wrong.  All services come from 1st impression. Upon arrival, I have been warmly welcomed by the Concierge staff who has guided me to the check-in counter. There are not much people waiting for check in as I arrived in late afternoon and I just waited for around 3 minutes to be served. When it's my turn, I am so surprised that FO Staff Taufik and John apologised for the waiting which to me, it's not necessary as it's a relatively short",2023-05-01,PostCovid,0
,4.0,True,Positive,"Good hotel, Great Staff Stayed here while attending a work conference.  The service from all the staff was friendly and they were even prompt in helping me a few days later as I forgot items in my room.  Rooms are simple but clean and the breakfast buffet had a decent selection. Would recommend  this place for others who need to be in this area.   Location is one of the only downsides if you’re a tourist wanting to see the main sites in Singapore. But closer to the airport and there are is great food and shopping options around the hotel.",2023-06-01,PostCovid,0
,5.0,True,Positive,"Incredibly Amazing House-keeping Service Never met a housekeeping so friendly and helpful as George on the 16th floor of this hotel.  George cleaned the room thoroughly and enthusiastically. He was always smiling and was very helpful.  He even gave us a bouquet of paper flowers that was originally made for him from the housekeeping department as a Father’s Day appreciation gift since he is expecting his first child next month.  10/10 to George. Never have I felt so at home in a foreign country where I can come back to a clean hotel room.   The hotel itself is actually kind of old, but really well maintained; except for the lifts that were closed down for maintenance.  The new younger receptionists need to be trained more to be more friendly and work with a “sense of belonging”.",2023-06-01,PostCovid,0
,3.0,True,Neutral,"GMR - ok, but very annoying lifts Am checking out in a week, 4 lifts for 17 storey building, currently only 2 lifts working with another playing up, doesn't appear any urgency to fix. So if you like long waits for your lift, which sometimes is jam packed or you have to wait another again this is the place for you. Not only that some of the buttons are missing or do not work and the numbers telling you what floor you are on are all over the place - 2 floor 6's - one of which is floor 4!!  For short stayers, breakfast is ok, but if you are planning a longer stay, for business it doesn't really cut it.  On plus, location is great, food, transport, all excellent with East Coast Park nearby. Location made it a 3 otherwise would have been a 2. A few other hotels close by so would try one of those next time.",2023-06-01,PostCovid,0
,4.0,True,Positive,"Wonderful stay. Impeccable and gracious service The hotel, in the heart of historic Katong has beautiful touches of the Peranakan culture showcased giving it a unique elegant vibe.  On our several visits, we have had the privilege of enjoying their range of room types (the different configurations of suites are especially generous in space and storage) and the sea view from upper floors is breathtaking despite the surrounding tall buildings. The view facing inland gives an enchanting view of urban landscape.   What makes our stays enjoyable and comfortable is the impeccable and gracious service from every staff member we have met from front desk to their maintenance, Chef Eric who emerges from his busy kitchen to engage with diners, sunny Marimuthu and gentlemanly John at concierge, Jennifer of Sales Office who does her best",2023-06-01,PostCovid,0
,4.0,True,Positive,"Good Value Option We had a short stay at this hotel between international flights.   As AccorPlus members we had requested a late checkout and that was provided.   Thanks to Maria and the team.  I should mention that every staff member we spoke to was helpful and friendly. The room was clean and quiet, with the basics we we required.   There are major works going on outside for a new MRT station and apart from the crazy traffic, it didn’t seem to impact  the hotel.   We arrived just before midnight and the only room service option was from an off-site provider, with fusion-ish menu and you needed to pay cash.   The breakfast buffet was good too, although a few more dim sum options would have been welcome.   Overall, we thought it was good value for money.",2023-05-01,PostCovid,0
,5.0,True,Positive,Birthday Staycay Recently stayed in this hotel during my birthday. Room wise seems run down but not complaining for the price we actually paid for.  Everything was smooth & great all thanks to Ms Jennifer & Hazirah for accommodating to my last minute request! Thank you ladies ☺️,2023-05-01,PostCovid,1
,4.0,True,Positive,Transit in Singapore  Upgraded to a suite which was lovely.   The room was clean and the beds very comfortable.   The pillows were quite hard and as we were only stopping one night I didn’t call reception.   The breakfast was uninspiring.  I had an omelette but the rest was very ordinary.   Make your own coffee machines were less than expected   We probably would not stay again ,2023-05-01,PostCovid,0
,4.0,True,Positive,"A great stay in Singapore. We have stayed here a few times now and each time we have been welcomed by staff and treated really well.  This time we were upgraded to a junior suite which just added to our stay.  We only had 1 night as this was just a stopover on the way to another destination but the hotel always treats us well and the staff are professional, friendly and helpful.  The junior suite was well appointed and comfortable with plenty of room and great amenities.  The pool and bar were well kept and again the staff were helpful and friendly. This is a great hotel for an overnight stay for in transit passengers as it is only 15 minutes from the airport compared to hotels right at the airport which are quite expensive in comparison.    The only thing that let this stay down was the buffet breakfast",2023-05-01,PostCovid,0
,4.0,True,Positive,Convenient for a stop over in Singapore We used Singapore as  a two day stop over in  early April 2023 and again in late April for a day on the way home. I would book directly with the hotel our April booking was there and confirmed but our last booking wasn’t but thanks to Manager Andrew Lim And Aaron Low we had somewhere to stay after a long 14 hour flight from London. The rooms have all you need and the pool was a nice way to unwind before a flight home to Sydney. ,2023-04-01,PostCovid,0
,4.0,True,Positive,"Great value, beautiful housekeeping staff, good location Our second time staying here and it was still a good value stay. Great clean amenities (gym, pool) and the housekeeping guy was just exceptional with his attention to detail! We made good use of the location over from the shopping centre and hawker markets. Wifi was good too. Overall, a good value stay!",2023-04-01,PostCovid,0
,4.0,True,Positive,"Good hotel with fantastic housekeeping service by George! Surprising location near beach walks, small shops and eating areas. Great fun! Not a foodie restaurant. Wonderful man working in concierge was very helpful and friendly.  The most outstanding experience at this hotel was the amazing housekeeping service provided by GEORGE. He treated us like royalty. George is an asset to this hotel and I would like to thank him again! George you rock! ",2023-04-01,PostCovid,0
,4.0,True,Positive,"Our Home Away from Home I love this hotel!  Located in the suburban area of East Coast park, just a short 10-15 minute taxi from Changi, this hotel is a great base camp for Singapore.  You are close to buses for easy access to the city, but the hotel provides a peaceful rest from the hustle and bustle of the Singapore CBD.  The pool area at this hotel is lovely and peaceful And for anyone who likes the sun, it catches a lot of morning sun.  The staff are pleasant and efficient, typical Singapore style.  The hotel is located across the road from parkway parade shopping mall with plenty of shops and dining areas.  For anyone who loves food, especially like us, we always make sure we visit East Coast Lagoon Food village for all the authentic Singaporean food as well As cheap beer!  I have stayed at this",2023-02-01,PostCovid,0
,4.0,True,Positive,Great value hotel neat Changi Airport The hotel is very handy for flying out the next morning and that is why  we chose it. We were 12 minutes in a taxi from the airport. Very clean and spacious king size bedroom. Great value for money compared to other hotels in Singapore. We used the pool and the cafe in the foyer all good.,2023-04-01,PostCovid,0
,5.0,True,Positive,"Great hotel in convenient location with friendly staff that make us feel at home  We stayed in this hotel from 6 to 17 March 2023 and are frequent guests of this hotel whenever we visit Singapore.  This is our first stay post pandemic and our 15 stays over the years. We were surprised that the hotel management was able to maintain the good staff over the last 3 years while most hotels were unable to do so.  When we  checked in the staff recognised us and were happy to see us back. This made us feel we are coming home. Most of the staff are new except for Venus, Eves and Iskandar.   This hotel though old is in a great location with plenty of food outlets and convenience to move around Singapore. The bus stop is just right in front of the hotel.  Breakfast is good with a great variety of foods. The waiting staff are great and in particular the Feast restaurant",2023-03-01,PostCovid,0
,5.0,True,Positive,Second stay  The check in was quick and the connecting room great for a family of 3. Bathtub is good for bubble baths. Clean and well lit - no signs of mould (the missus is very mould phobic). It doesn't have a Nespresso machine nor would I expect though for the room rate. I did get to use the pool and it looked better in actuality than when I looked at it from my room in my last visit. It's cold in the afternoons but better in morning with sun not blocked. The underground carpark or adjacent multistorey car park was easy to park. No complimentary car park though. The executive lounge is open at L17 - great views but only help yourself  drinks and coffee (11-7pm). They serve cocktails with knick knacks at L4 6 to 8 with the snacks best described as forgettable. I got to try the small cafe on,2023-03-01,PostCovid,1
,5.0,True,Positive,"Few weeks at Grand Mercure Roxy Hotel Singapore Excellent services, thanks to George (16th floor) to take care of our comfort. All the expected details of quality are encountered. In addition the position of the hotel is great because the sea is 10 minutes walk with a superb park. We will come back! ",2023-03-01,PostCovid,1
couple,3.0,True,Neutral,"Hotel is dated but resonable value for Singapore Staff were friendly and helpful, location was ok.  Room size was good with the smallest TV I have seen in a long time.   Bed was soft and saggy giving me a sore back every morning.Breakfast is reasonable value but stay away from the chicken sausages, they are just terrible!Overall reasonable value and good location if you have business in the East Coast area.",2023-03-01,PostCovid,0
couple,3.0,True,Neutral,"DISAPPOINTING  This was our second stay at Grand Mercure Singapore Roxy. Booked two rooms for 4 people as before. Very impersonal check in. Disappointed we couldn’t check in a bit earlier. Told us to come back at 1pm & when we did, they asked us to come back at 2pm. No recognition of Accor member or welcome drink like other hotels. Rooms a bit dated, could do with some upgrading. Good location but lots of roadworks directly out front. Not sure I would return.",2023-03-01,PostCovid,0
couple,5.0,True,Positive,"Great hotel on East Coast. We arrived around 3 a.m but had booked the room for the night and warned them we would be checking in very late.  All went well with check in and up to our king room.  Nice clean, neat and everything we needed,  fridge, TV, safe, desk, chair, robes, slippers, partial view of the ocean, all good.   The room had the best black-out curtains, we've ever seen.  We arrived at 3:30 am and slept well into the morning as the room was so dark it felt like night, fantastic, the best, thank you!They have a very nice pool, large deck area with table and chairs and many lounge chairs.  Towels were provided.  Very nice place to relax after shopping.   Breakfast buffet was included, very large, tasty and varied, a mix of western and Asian food.  Great service.  The hotel has a  great location near shopping and a good food court across the main road.  Also restos, bars and more to the north along the other major road.  No airport shuttle anymore but by the end of '23, the MRT is supposed to be finished and the station is right in front of the hotel so will be very easy transport from Changi.  The friendly doorman helped get a taxi to the airport.  Taxi from the airport a 2 a.m. was $25 and $15 back during the day. Overall, nice rooms, great location, friendly efficient staff, tasty breakfast buffet all make this a hotel we could return to at any time.",2023-01-01,PostCovid,0
couple,1.0,True,Negative,"Mould everywhere Old an dilapidated. Mould on carpet, in corners an on lampposts. Suffocating mould smell. We chose the hotel on the basis of the recommendations but we cannot understand that people valued this hotel so high. We had booked for two nights but left after one bad night. The personnel was nice enough, it is not their fault, but Mercure should not rent out rooms of this bad quality",2023-02-01,PostCovid,0
business,1.0,True,Negative,"Pathetic hotel. And it's Hospitality If pathetic and staff commands you not request you. Zero hospitality, and wastage of money. This is perhaps Singapore's most pathetic experience hotel. The interdepartmental relation are zero. Not to visit this property. I was sick just asked for salt they denied",2023-02-01,PostCovid,0
business,3.0,True,Neutral,"Gets the Job Done, Service a Little on the Cold Side, Breakfast a Letdown Looking for an Accor property (disclosure: I am a Diamond member) that is not an Ibis not too far from the airport, I have stayed 15+ across couple of stays at the Grand Mercure Singapore Roxy.

The property overall is far from being new, and it shows in these rooms however it still gets the job done, this is an old style hotel! Check-in is efficient. Since some time last year, the lounge reopened and as some pointed out, this is beverage only. However, this is a great space when you have to work (the lobby area being very noisy!

Drycleaning is extremely efficient.

Breakfast is just regular, nothing outstanding. It is cramped, and it always smells very greasy (probably poor fume exhaust). Not sure why.",2022-09-01,PostCovid,0
couple,4.0,True,Positive,Enjoyable stay in a lovely hotel. Lovely hotel friendly staff. Excellent breakfast. Location not on underground line but taxis are not unreasonable to get into the city. Good location for the airport.  Quality cakes and coffee in the cafe in the reception and good service.,2023-01-01,PostCovid,0
solo,5.0,True,Positive,"Outstanding and welcoming. Polite at checkin, offer extra help with early check out and breakfast, dinner was superb, I was lucky enough to get the last night if Chinese New Year buffet, so many different flavours, live cooking, laksa to order, I would say worth every Penny. The room on 14th floor, spacious, clean, good amenities probably a bottle of water would have been nice. A welcome plate of treat were waiting on the table and the beds and pillows super comfy. Quiet and massive windows to see out. I stay in many hotels and this is a top one. Close to mall and love,y park on the water front. The chap quickly grabbed my bag from the trunk of the car when I arrived, I was impressed.",2023-01-01,PostCovid,0
,5.0,True,Positive,"PLEASANT STAY My family and I stayed in Hotel Mercure Roxy Singapore for 4 nights from 10/20 to 10/24/22.  We arrived at the hotel a little early due to our flight, we were able to check in without any issue.  The hotel was a bit older but the room was clean, we had a very good housekeeper, she was very courteous and helpful.  We had a little issue during the first breakfast but the staff and chef took care of it immediately.  We were very impressed with the way they handled the situation.  We like to specially compliment Chef Eric Ang and Ms. Grace Jumaquio for their attentiveness and professionalism.  Our overall experience was very pleasant and will definitely stay there again.",2022-10-01,PostCovid,0
couple,5.0,True,Positive,"Very specious, value for money! 5 star service all round This is our third visit on business and vacation. The service is exceptional. From the reception staff, duty managers,concierge. Seamless customer service and always going above and beyond to help!.

The staff are very attentive to your needs.

The rooms are spacious and clean.

The hotel is well located to many hawker food centres either side.",2023-01-01,PostCovid,0
,4.0,True,Positive,Good stay at Roxy Mercure Spent three nights at the Roxy Mercure in November on our way back to Australia .Checking in and out was very easy . The hotel is a bit dated but clean and spacious compared to some of the newer city hotels . The staff members were pleasant and extremely helpful . Plenty of food outlets in walking distance They do not have bus transfers any more.Overall we had a good stay and would stay there again.,2022-11-01,PostCovid,0
,3.0,True,Neutral,Average..certainly not “Grand” Location is excellant.Opposite is a hawker center and Parkway Mall where you can get everything you need.Bus stop to and from airport is just situated in front of the hotel.Bus 36 takes you to airport as well as Orchard Road..just in different directions. Checkin swift but not particularly friendly.Room was comfortable but certainly not grand.Everything worked fine. Friendliest and helpful staffs were the bellhops.,2022-12-01,PostCovid,1
,3.0,True,Neutral,"Needs Upgrade The hotel needs a refurbishing inside. Perhaps after COVID, maintenance is neglected.  Friendly staff and customer service is good. However, the air-conditioning does not cool at all. Sewage smell in the toilets/bathroom. I believe the exhaust system is ineffective!  Excellent location ****",2023-01-01,PostCovid,0
,3.0,True,Neutral,"Budget Hotel 1. Evening cocktail at Breeze cafe was a horrible experience. It was manned by only 1 staff. Let guests know upon check in that there is a limit of 4 glasses of alcohol/guest, not when they are about to get their 4th. It is offensive.  2. Breakfast situation was equally horrible. Food ran out quickly and the line to get in was long.   Cost cutting measures in this hotel = budget hotel.",2022-12-01,PostCovid,0
,5.0,True,Positive,Excellent stay! Had to move into a hotel stay when the home renovations over-ran for about 2 weeks. Everyone at the hotel was so friendly and helpful; going the extra mile to make your stay memorable knowing the apartment is still under renovation and needing a place to stay after a long trip.  Was offer a nice room with pool view and; Breakfast spread is good enough for most travellers!  They even aired World Cup matches every game night at their Feast@East with complimentary coffee and tea to keep you awake into the wee hours 😄.  Well done and keep it up!,2022-12-01,PostCovid,1
,5.0,True,Positive,A great visit It was good to return to the Grand Mercure Roxy. We had a room with a great view of the harbour. The service was excellent. There is very good access to transport to all parts of Singapore. The rooms are well appointed. A thoughtful touch was leaving a complimentary cake in our room for a birthday. Thank you,2022-11-01,PostCovid,0
,1.0,True,Negative,"Horrible service One of the front desk receptionist is very rude. It seems like she has zero knowledge about hospitality. 1 star is not enough. If there’s a zero rating , I’ll give zero.  Pathetic service and very unprofessional!",2022-11-01,PostCovid,0
,1.0,True,Negative,"Mold... The hotel is full of mold, almost everywhere the walls are getting loose even in the dining areas. The manager was aware of it, but still keeps it open. Excuse was that they had aircon turned off during lockdown. ",2022-10-01,PostCovid,0
,2.0,True,Negative,"Changed so much. Has been a favourite in Singapore for many years. Unfortunately this visit may be our last.. Most important, no longer free shuttle to and from airport.. only taxi. The great Executive lounge on 17  is now only coffee, tea, & Coke. 11am-7pm.  (on the dot) Breakfast & dreary evening canapes    + two (only) drinks per person in one corner of restaurant. No service from staff at breakfast lots of  crashing & banging, food was not refilled. Rooms clean but shabby. Interconnect door covered with foam. Bath shower feels a bit slippery.  Good points.. Great pool.  Really efficient  lifts.  Good air-conditioning. Outdoor local food court 5 mins walk, wonderful choices, great value. Shopping Mall close by Marks & Spencer, Starbucks, Maccas + lots of clothes shops. Whole hotel feels",2022-11-01,PostCovid,0
,1.0,True,Negative,"Pathetic Services Front Desk: Pathetic services, no sense of hospitality, looks like they do not want customers to come back. Very rude and absolutely no sense of first come first serve.I will surely not recommend this hotel to people who travel to Singapore.",2022-10-01,PostCovid,0
,3.0,True,Neutral,Club access not worth it. We opted for a room with club lounge access. Unfortunately found out that was mostly not functioning.  The actual club lounge can only be used for self service coffee and soft drink during the day.  Evening drinks and canapes are served in a corner of the main restaurant. Does not feel special. I know hotels are trying to catch up after 2 years of no clients but don't scrimp on your best customers. They also tried on the 2 drinks only but after several complaints to management they reversed this decision. Also complained that the limited snacks were cold and we actually got the warmers lit.  Still canapes are very basic and mostly fried. There is some cheese and biscuits which is ok. Room was fine and bed comfortable. Need to ditch the mini toiletries. ,2022-10-01,PostCovid,0
,5.0,True,Positive,"Excellent service provided Thank you very much Grand Mercure Singapore Roxy for the excellent service provided & delivering our needs during the stay. The room was very spacious & clean.  Special mention to the staff we interacted with GM (Priscila Ng), Duty manager (Vivian), FO Manager (Elizabeth), Concierge (Ramlan amat), the security manager and reception.  The staff accommodated to the requests in order to execute the wedding plans smoothly, such as providing lobby parking space for the wedding convoy and allocating connecting rooms for family members from Malaysia. We appreciate the help given as it lighten our load in ensuring the wedding reception went smoothly.",2022-10-01,PostCovid,0
,5.0,True,Positive,"Fully recommend We arrived at the hotel at 2.30am due to a problem at the airport and yet, we were welcomed warmly. All of the staffs from the bellman to front desk and manager were very friendly and helpful. We would definitely come back to Grand Mercure Roxy! Highly recommend.",2022-10-01,PostCovid,0
,1.0,True,Negative,"The Worst Hotel. Do not come here if you are expecting service. Staying in this hotel is one of the most regretful decision that we ever did. Here are some points that the management might seriously want to look at: P.S I am writing this review not seeking for any compensation, but just at least an improvement for the sake of your future guests.  1) There is no service in every touch point of the hotel, from the front desk , to the bellman to the concierge, to the operator, to the housekeeping and worst is even from the Duty Managers. In Fact, the staffs, just like from the other reviews of other guests will not hesitate to brush you off, argue with you and to make sure they prove you wrong. They are very defensive and no professionalism not all.  Totally no smiles or no greetings from the moment we stepped in till the moment we stepped out",2022-10-01,PostCovid,0
,1.0,True,Negative,"Faulty Towers avoid at all cost I’m an accor diamond member so I get additional perks. Some of the information may not be applicable. i’m definitely naming and shaming. Never had a worst experience at a hotel, let alone as a diamond member.   i’ll start with positive- room upgrade, welcome drink and late checkout, small plate of fruit and some chocolates as welcome gift.   this is were status recognition ends and more faulty towers. no thanks for my loyalty   As I wasn’t going to earn many status points I opted to pay with my points, apparently at first I couldn’t do that, but as I have before (and terms state I can) I said I don’t think that is correct and finally it was accepted.  1st night given a mouldy leaking room, hotel was prompt to move us in the morning but no paying guest should have been given that",2022-10-01,PostCovid,0
,2.0,True,Negative,"Needs renovation! Spent one night at his hotel on our return to the UK from Thailand. Had 2 connecting rooms on the 16th floor. The only positive things about this hotel is the location, not far from the airport, free wi fi and fast check in and check out. Although we had 2 standard rooms, we have been told that we have been upgraded to the superior level. This superior level looked like the rooms were stuck in the communist era in the 80’s, dirty awful carpets, smelly pillows, hard beds, broken tiles, detached wallpaper, broken chairs, etc.  I do not recommend it and will never book it again (not even to an Ibis Budget level).",2022-09-01,PostCovid,0
,5.0,True,Positive,"Most memorable wedding anniversary celebration We were upgraded to a business suite for this wedding anniversary celebration. The room service was excellent despite we kept calling for them to deliver items to our room on numerous occasions. They will always deliver with a smile. The restaurant managers, Jojo and Eddy were fabulous in serving us when we had our dinner at Jia Wei and Feast Roxy. They also provided us with very personalized service by giving us a complimentary champagne in one of the dinners. Subsequently, we requested for a change for our breakfast to be served in the room instead of having it in Feast Roxy, this was readily acceded to. In fact, they even got the chef to provide me with two customized breakfast sets to be served in our room for both my wife and I. We truly enjoyed our stay due to the very",2022-09-01,PostCovid,0
,3.0,True,Neutral,"HOTEL HAS STRIPPED BACK MANY OF ITS SERVICES !!! Stayed on previous occasions and have always been very happy.   This time it appeared the hotel was completely stripping back services.  We were told the Club Lounge was operational - it was to a degree - pushed into a small area in the main eating area, half a dozen uncomfortable chairs and tables.  The snacks were dreadful, only broken crackers and tiny portions of cheese on one occasion.  Drinks limited to 2 per person served somewhat reluctantly.  So unfriendly we didnt even bother to use our freebies.  On booking were informed the Club Lounge was opperational which is not the case. No welcome platter or welcoming letter in the room.  Airport shuttle discontinued. Altogether felt the hotel was a shadow of it's former self.   We understand Covid restrictions (very strict",2022-09-01,PostCovid,0
,3.0,True,Neutral,"Nonchalant attitude of front counter staff So this would have been I lost count of the number of times we stayed here. But this last trip, I was most Let down by the front counter staff. Our rate didn’t include breakfast. But they should have told me at time of check in there is a difference in breakfast prices if turn up at the restaurant vs if you pay beforehand at the counter. This was not communicated to me at check in. At check out, when I was presented with the breakfast bill, I was surprised to be told there is a difference in the price. So if you turn up at the restaurant, it is about $37 compared to $25 if you pay at counter beforehand. Why didn’t anyone say so? I know it’s only $12 difference but the breakfast spread is only a little more than a continental breakfast so to be charging $37 is just too",2022-09-01,PostCovid,0
,4.0,True,Positive,"Impeccable Service, Very Clean Impeccable service! Every single staff is nothing but warm, polite and helpful.   Room extremely clean.   Only issue is as this is an older hotel, there tends to be a musky smell along the corridors and for a while in the rooms too though carpets and curtains are all clean.   Nonetheless, a really good place to stay and so conveniently located near heritage Katong, great food everywhere, malls and the beach.",2022-09-01,PostCovid,1
,4.0,True,Positive,"Perfect spot for a couple days stop over We have stayed in Singapore before about 10 yrs ago in the city centre but decided to opt somewhere a bit different that was closer to the airport this time and Grand Mercure Roxy ticked all the boxes.  I really liked this hotel, room was spacious, reception staff were really friendly and welcoming, the pool was nice too. It's in a great location within 10 min walk to East Coast Park and lots of places to eat nearby. The only thing that could improve is the menu is a bit limited for their in house restaurant, we were so tired from travelling we wanted to just have dinner and go straight to bed but there wasn't alot of choice. Despite this I would definitely stay here again when visiting Singapore.",2022-09-01,PostCovid,0
