travel_type,rating,valid_rating,label,combined_review,date,covid,is_local
couple,5.0,True,Positive,"Would recommend  A real gem with great reception staff. Nice rooms well maintained by housekeeping. Plenty of choice in the buffet breakfast. Don’t forget to check out the stunning pool on the roof, perfect to cool off with city views. Ideally located, just a few minutes walk to Clarke Quay nightlife and easy access to Fort Canning or Clarke Quay station. Would recommend!",2023-04-01,PostCovid,0
solo,5.0,True,Positive,Great Hotel. Last night of a four day stay in this incredible hotel.  I am a IHG member and I couldn't be more impressed with the level of service here.  The staff are the real winners with service and politeness.  In particular the barman War was a standout for exceptional customer service as  I'm a solo traveller and he took time to chat with me and make me feel very welcome.  He is an asset to this hotel.  The room was perfect and the bed so comfy.  The rooftop pool is a great advantage with plenty of loungers and towels.  Hey closer to MRT  and restaurants etc.  I would recommend wholeheartedly to anyone starting in Singapore .,2023-05-01,PostCovid,0
business,3.0,True,Neutral,"Disappointing stay!  Stayed for 5 nights on a business trip. The location is within walking distance to Clarke Quay. Limited spread for breakfast but nice mix of indoor ac n outdoor open air seating spaces. However quite a few downsides: 1. Rooms are very small, 2. Lifts are quite slow, also poor indicator lights... stairs would be so much simpler! and 3. Poor service - no one answered calls after 10pm, also no drinking water was sent despite calling the front desk... All in all, a disappointing stay.",2023-05-01,PostCovid,0
business,5.0,True,Positive,"Perfect The customer service by josephne was outstanding, helped us through our booking, answering any questions we had! The hotel pool had a brilliant view, the facilities were very clean and well maintained! Josephne was also very helpful with us on departure",2023-05-01,PostCovid,0
business,5.0,True,Positive,"Must do! 4 night stay @ Holiday Inn Express Clarke Quay
Location: excellent (3 min walk from Clarke Quay, bars and restaurants)
Rooms : efficient, modern & clean!
Staff: good service from the start.
Nice rooftop pool & midsized gym for the exersizing among us
Best experience @hotelbar, bartenders name ; War… he exactly knows what he is doing and makes your stay complete and fun.",2023-05-01,PostCovid,0
,5.0,True,Positive," value for money stay in excellent location  Firstly thank you to Miss Xin Tong on check-in/reception for your smiling helpfulness and professional assistance with our questions!  This hotel was perfect! Comfortable beds and pillows, rain shower, and a quiet room. Rooftop pool was excellent. Easy walk of 5 minutes will get you to lots of cafes and restaurants, so the location is excellent. Highly recommended! ",2023-05-01,PostCovid,0
,1.0,True,Negative,"Worst hotel to stay The worst hotel to stay in. We recently booked this hotel for 3 nights. It’s a new hotel but room is extremely small, the bed is super uncomfortable. They gave us a room in a corridor that connect the 2 aisle. All the time there are people walking past the room and the wall seems to be made of paper, you can hear every single conversation, every luggage being pushed past your time. The noise level sounds like magnified. Breakfast looks like frozen food de-thawed. The most amazing part of the hotel was the view from the roof top. Our stay was so bad that we checked out one night earlier. The reception did not even bothered to ask why. Before we booked, we verified there was complimentary parking. When we checked out we were told otherwise. Even the carpark belongs to the hotel",2023-04-01,PostCovid,1
,5.0,True,Positive,"Great location, excellent breakfast, fabulous staff We enjoyed our stay at this hotel.  Conveniently located close to Chinatown and subway stations.  Easy to do the riverwalk down to the Marina Sands and Garden By the Bay.  Restaurants nearby at Clarke Quay.  The buffet breakfast included in the stay was excellent.  It included a variety of hot and cold items.  I particularly enjoyed using the pancake machine - never seen anything like it before - but you press a button and can see your pancake batter come on a conveyor belt and then cook and come out the side onto a plate very quickly.  All the staff in both the reception area and the restaurant were  friendly, attentive and helpful.  It was great to have umbrellas provided if you needed them.",2023-03-01,PostCovid,0
,5.0,True,Positive,Excellent hotel Excellent location close to alot of restaurants and within easy walking distance of several MRT stations. The buffet breakfast included provides a very good selection of food.  Rooms are quite and comfortable. ,2023-04-01,PostCovid,0
,5.0,True,Positive,"Friendly staff Great location. Close to bars and restaurants at Clark quay area.  Friendly staff, especially Joel and the staff at reception. Very attentive and helpful. Helped us get taxis whenever we needed them.  Would definitely recommend this hotel.",2023-04-01,PostCovid,0
,5.0,True,Positive,"2 week business trip A great hotel in a very convenient location, with an easy walk down to Clarke Quay (<5 mins) and Marina Bay in around 10-15 mins. I particularly enjoyed the pool, gym and roof terrace. The Staff were unfailingly polite and helpful, with a special mention for War the Barman!  The rooms are small, but comfortable and well-appointed - I will definitely stay again on my next visit ",2023-04-01,PostCovid,0
,5.0,True,Positive,"Employee with credits  War was a good employee. Really thinking about customer.   Apply the idea, show interest and just out of interest. Not as played interest because it is his job.  Would like him to grow in the company, seems a good guy.   ",2023-04-01,PostCovid,0
,5.0,True,Positive,"Hotel and location perfect. Staff were amazing, particularly War, very welcoming, polite and attentive 🤙 Hotel and location perfect. Staff were amazing, particularly War, very welcoming, polite and attentive 🤙 Rooms nice with a good view.  Location was good and within walking distance to Gardens by the bay (follow the river)  Would definitely stay again.",2023-04-01,PostCovid,0
,5.0,True,Positive,"Great! Great experience, clean and very helpful staff. Great breakfast too. Would surely recommend and stay here again next time i visit. Location is also very convenient, 8 mins walk from MRT and close to clarke quay",2023-04-01,PostCovid,0
,4.0,True,Positive,"Good location Good location, adjacent to Clarke, Boat and Robertson quay, Handy for MRT and to get around, rooms small (compact) but comfortable. Buffet breakfast excellent, and inclusive. If you know what you want to see, want a comfortable room for the night without paying silly prices, this works Also has resident self serve laundry which works in for a long trip, pool on roof is good for cool off in late afternoon, staff very helpful. Clarke quay is currently being renovated, but take a short walk to Robertson up river and the restaurants are excellent but busy Would we stay again, definetly ",2023-03-01,PostCovid,0
,3.0,True,Neutral,"Modern and clean premises. The location is quiet and only a short walk to Robertson quay and its restaurants. The service is okay, yet I find strange and awkward to have to take your laundry downstairs for them to take care of it. You have to queue at the desk with customers checking in while you carry your dirty shirts... Rooms are rather small, good enough if you just spend a night there, but in the case you have to work in your room, the desk is small indeed, not convenient. Noise from the next room and from the corridors forced us to put earplugs to sleep tight. Breakfast food is generous but of mediocre quality I am afraid. The small coffee shop offers a few drinks, an excellent coffee, and the young lady managing it was very polite and efficient. Good swimming pool on the roof, great to enjoy a bit",2023-04-01,PostCovid,0
,4.0,True,Positive,"Great stay at Holiday Inn Express Singapore Super location, small but clean rooms and a great barman (War) with the right service attitude and focus on his customers. The choice at breakfast could be better, but all the basics are available. Friendly staff!",2023-04-01,PostCovid,0
,4.0,True,Positive,"Late night pit stop We had a very short time in Singapore due to a delayed flight, we had used booking.com to quickly find a comfortable affordable room.  On arrival we were disappointed to find the room we thought we had booked was incorrect  Being so tired it’s easy to lose your patience however we received the most excellent service from Joel who understood our disappointment and arranged a room change for us, the view was beautiful room very clean and nicely appointed and a fantastic breakfast next morning. The hotel staff arranged a taxi for us to the airport next morning  It is a very pleasant hotel and the roof top deck and pool looked amazing if only we’d had time to use them!  The roof top terrace and pool looked amazing",2023-04-01,PostCovid,0
,5.0,True,Positive,Perfect stop over hotel This is a lovely hotel. I think everything you could need for a stay in Singapore is covered.  The hotel staff are incredibly accommodating and friendly.  The hotel is exceptionally clean and the rooms are spotless.  The beds are wonderfully comfortable and the room has ample plug sockets.    The location is great for the local MRT station which allows you to get around Singapore very easily.  Clarke Quay is a short walk also where you will find many restaurants / bars with a view across the river.    We've stayed here on a few occasions and can't fault it.,2023-02-01,PostCovid,0
,4.0,True,Positive,Great city break Great city hotel  ideal location.  Modern clean room. Staff very helpful. Breakfast very busy time but several choices of food and outside dining available. Hotel has a small shop selling salads pastries cakes and snacks. Nearby local attractions and metro.,2023-03-01,PostCovid,0
,5.0,True,Positive,"War War is so cool, if you get to the bar at night and you get lucky to meet him he will help with anything you need, his vibe is just what anyone needs to have a relaxing break :) Get a chance to get a drink and meet him!",2023-04-01,PostCovid,0
,5.0,True,Positive,"Best Experience  This is our holiday trip. Great service, and the hotel looks amazing . We had a great view and nicer experience.  It's very clean hotel and all the staff are very friendly and helpful.  We had breakfast included so very nice food.",2023-04-01,PostCovid,0
,5.0,True,Positive,"Great service Actually i didnt stay there, but i had a drink with a business associate who stayed there in the hotel bar. The hotel bar is with very reasonable pricing and the red wine i had was pretty good. But most importantly was the service. We were served by War and he was very friendly. When i just arrived he told me that he needs to serve another table and that he will be back soon in case i have decided what i wanted. He was also smiley and in good spirit and thats how service should be",2023-04-01,PostCovid,1
,4.0,True,Positive,"Good Stay in Singapore Comfortable, clean and modern hotel in Clark Quay area. Room was a bit on the small side and we could hear the traffic at night. The breakfast buffet is excellent! Short walk to the metro station so it's easy to get around the city. ",2023-02-01,PostCovid,0
,5.0,True,Positive,"Great Hotel and Great  We had a great 3 night display, The hotel is in a great location handy to many spots in Singapore with great rooms and breakfast buffet. The staff were friendly and helpful and we will recommend friends and family to stay there when visiting Singapore.",2023-03-01,PostCovid,0
,5.0,True,Positive,"Well-located good value hotel with lovely staff Great location and very nice rooms for a decent price. The rooftop pool and gym are great amenities to have. The staff is lovely and helpful, shoutout to War who made our stay extra special! Would recommend for a stay in Singapore.",2023-04-01,PostCovid,0
,5.0,True,Positive,Bar experience Great Bar staff. War was very useful and great conversation during the rugby. Good hospitality and made for a great evening. Would definitely recommend for travellers looking to stay central to the city. ,2023-04-01,PostCovid,0
,5.0,True,Positive,"Perfect for a family getaway. The staff and the location are amazing. Great location and very modern. Close to MRT and Clarke Quay. Pool is very nice for spending the hot afternoon at. Also great views from the pool deck. The bartender ""War"" was awesome! Very personable guy, friendly and on top of getting me a cold beer each night. We really enjoyed hanging out down in the bar. Great atmosphere and company. Great breakfast in the lobby restaurant each morning. We will definitely be back. Only a $15SGD Grab ride from the airport.",2023-04-01,PostCovid,0
,4.0,True,Positive,"Excellent customer service and good location  We stayed here as a stopover to and from Sydney.  Our rooms were very clean and comfortable. We loved the greenery in the breakfast area and other parts of the hotel.  The staff were all welcoming, professional and helpful.  It  is about a 15 or 20 minute walk from Chinatown.  The river and Clarks Quay with lots of restaurants and bars is less than 10 minutes walk away.  We will certainly stay here again.",2023-03-01,PostCovid,0
,4.0,True,Positive,Lovely stay and great location We were recommended this hotel and found it to be very comfortable and in a great location for Clarke quay.  Within a good walk to the gardens and harbour as well. The hotel was clean and staff friendly and helpful. A nice bar with a very friendly young man who we chatted with each night.  Swimming pool was lovely on the top floor,2023-03-01,PostCovid,0
,5.0,True,Positive,Amazing service Best services and accommodation. Everything 5 star.. the rooms are relatively acceptable although it be bigger but the service is good and the bar was excellent the bartender is nice and I will definitely come back.,2023-03-01,PostCovid,0
,5.0,True,Positive,"Brilliant 👏 The staff is very friendly and offers assistance if asked for example directions, convenience stores. All amenities are provided and located ideally.  Special shout out to ""war"" the bartender for creating  a memorable experience. Very friendly engaging and turned a miscommunication into a lovely experience. Kudos. ",2023-03-01,PostCovid,0
,5.0,True,Positive,"Top Bartender War Fantastic few days in this awesome spot. So handy to everything. War the bartender was top class, make us feel welcome and delivered great service from the first time we met. We will be back . Rooms have everything you need, plenty of choice for breakfast, awesome seating outside and the laundry was very handy.",2023-02-01,PostCovid,0
,5.0,True,Positive,Lovely service at holiday inn Clarke quay Singapore Just arrived in Singapore and went to the bar for quiet drink. Very friendly barman - War - served me and was very helpful both on service but also recommendations. Thank you for your help and hope you get to see Old Trafford one day. Definitely a place to stay when in Singapore.,2023-03-01,PostCovid,0
,4.0,True,Positive,"good hotel for business trips Good hotel - clean rooms (albeit small), good breakfast, nice top floor pool. the bar is relatively small but the bartender (war) is very friendly and helpful! The staff was friendly and helpful. Location is good, just a couple minutes away from Clarke quay but note the shopping mall next door seemed closed.",2023-02-01,PostCovid,0
,5.0,True,Positive,"Superb service I've been to many hotels in my travels but War, the bartender, has the best service skills! He's prompt, friendly, and very welcoming. He did a great job serving and his recommendations were excellent!  This man deserves a promotion! ",2023-03-01,PostCovid,0
,5.0,True,Positive,"Super Lobby Bar Excellent Bartender Service in the lobby from Mr. War. He did a very good job for keeping me hydrated in this hot area. It’s important to have somebody taking care about health when traveling. We have had a nice chat, he is a very communicative person .",2023-03-01,PostCovid,0
,5.0,True,Positive,"A great hotel A very good centrally located hotel. The rooms were a bit on the small side but had everything that you would need. The staff were very good with some out of the ordinary problems that we had. The bartender, War, was extremely attentive. He is an asset to the hotel. We would recommend this hotel for the closeness to the river and all the dining places along the river.   ",2023-03-01,PostCovid,0
,5.0,True,Positive,"Holiday Inn Express like no other. Great location, good breakfast buffet, and nice rooms yadayadaya but if you want to kill time at the bar an expert mixologist Mr. War from Burma will make your stay worthwhile ask for a  tropical gin tonic or his 3xspresso. Something u will only find at the lobby bar of the holiday Inn express of Clarke Quay in Singapore.",2023-03-01,PostCovid,0
,5.0,True,Positive,"Made to feel welcome Just checked in for a few days and have had the pleasure meeting War the bartender 😀. Gave me some great adice as this is the first time I have stayed here. What an absolute gentleman of a guy , super friendly and helpful, keep up the good work my friend 👍.",2023-03-01,PostCovid,0
,4.0,True,Positive,"Great staff Location is quite central and walking distance Clarkey, China town, etc. Staff is quite good and would especially call out War who is the bartender who went an extra mile to help! Rooms are relatively smaller however housekeepers do ana mazing job to keep them neat.",2023-03-01,PostCovid,0
,5.0,True,Positive,"Top Place Excellent location. Great hotel. Clean and tidy. Great facilities, with pool and gym. A to place when staying in Singapore.  Bartender, War, always fantastic and friendly. Looks after his customers well. Visited on a number of occasions. ",2023-03-01,PostCovid,0
,4.0,True,Positive,Simply good Great hotel for short stay and when you do not need a lot of space (travelling alone). Rooms are simply good and well equiped.  The grand room behind the lobby and the terrace outside are really relaxing and good for meetings. Bartender War will take very good care of you. ,2023-03-01,PostCovid,0
,2.0,True,Negative,"Ordinary I am platinum. Booked 3 rooms for one night. Cost was over $1200sgd. Was given ONE free drink In total. No rooms were upgraded and the ""queen"" beds are double at best. Very ordinary. I visit Singapore Quarterly and usually use marriott hotels but given the insane hotel prices in Singapore at the moment tried this IHG hotel. No way was worth it this is a sub $200 hotel at best. Won't be staying here again. ",2023-03-01,PostCovid,0
,5.0,True,Positive,Easy relaxing stay. The hotel is great for a quick stay. Pool on top bar downstairs to unwind after a long day sightseeing. Bartender war makes the best cocktails and was the friendliest guy in singapore. Treat yourself. ,2023-03-01,PostCovid,0
