travel_type,rating,valid_rating,label,combined_review,date,covid,is_local
family,1.0,True,Negative,"Please don’t trust this hotel booking Hi, I had made a booking for this hotel for my visit and days before my travel and just during the visa processing stage, got to know that the property has cancelled all the bookings and without notice and there was limited option to chose as traveling with a small child is very difficult and with uncertainty added on top. I don’t understand the ruthlessness that these hotels operate. How can one make any booking and trust the booking to stay on the day of arrival if the matters can change in minutes. I have travelled and stayed in many countries but first time travelling to Singapore and this hotel just left a bad impression on Singapore on the whole.",2023-08-01,PostCovid,0
couple,5.0,True,Positive,Suitable location with value Location is perfect. Close to all nearby amenities and shops. Hotel is very well located between 2 Mrt systems and it makes it very convenient for us to travel. Room size is good and comfortable. Hotel staff reception Eugene is very helpful and helped us to arrange for our rooms and very friendly and give helpful recommendations for our stay. Hotel gives good value and allowed us to enjoy our time.,2023-08-01,PostCovid,0
,4.0,True,Positive,"Happy stay at Hotel Overall it was Happy stay at the Hotel.
The Jacuzzi and Swimming pool area was closed due to internal reasons.
Should have other complementary services other than stay to make the stay pleasent.
Staff is friendly and helpful.",2023-08-01,PostCovid,0
,4.0,True,Positive,"Excellent place to stay in Singapore Extremely good hotel within walking distance from Rocher and Little India MRT making it extremely convenient to travel anywhere in Spore. The market of little India is also just walking distance which has excellent food options - Indian (vegetarian)
The rooms are very spacious - not usually found such large rooms in Singapore. The housekeeping services are excellent and the staff is very cooperative

The only area of improvement is the variety of items in breakfast. There were very little options for vegetarions and they kept repeating every day.",2023-08-01,PostCovid,0
family,5.0,True,Positive,Very nice property It is one of the nicest hotels to stay. Good property. Many eateries nearby. Convenience store is beside the hotel. Special thanks to Mr Ahgilan who helped us a lot and arranged for early checkin as well. He is very courteous and well behaved staff member.,2023-08-01,PostCovid,0
,3.0,True,Neutral,"Short Staycation Very quiet environment. Before check-in, had dropped a request email, but there was no response. Called the reception,  nobody picked up after several calling. And request/enquiry was not handled professionally when finally the call was picked up. But had to call in again, the gentleman did well in getting all the necessary details. I didn't mention to get his name. Lobby scent is too strong. Cafe menu is not attractive and abit expensive. Interior design and furniture have aged. Overall stay was fine, but felt it was over-priced.",2023-07-01,PostCovid,0
couple,5.0,True,Positive,"Incredible staff. The staff are incredible. One of us suffered an accident as we left the hotel to go to church. Two night staff heading home rushed to assist and two others from the hotel also. They called an ambulance. The hospital provided treatment in time for us to catch our flight back to NZ. The hotel looked after our room and allowed us to continue using it without charge as we packed. They helped us to get transport to the airport.
This was done relationally and efficiently. We cannot thank them enough for their self-less care which also had appropriate humour that we enjoyed. The room was beautifully clean and comfortable. Top marks, Village Hotel!",2023-08-01,PostCovid,0
,5.0,True,Positive,"Best Hospitality Exceed the expectation. Close to Little India, MRT Stations and Shopping Hub.. Good Indian Restaurants in and around. Hotel staffs were good and responsive. Best Housekeeping services. i think i missed some amenities they have like swimming pool. Overall it was awesome. Thank you",2023-08-01,PostCovid,0
business,5.0,True,Positive,"Old world charm in the middle of Singapore Real old world charm, warmth and hospitality. Smiles all around and to be greeted by Pathmini first thing during check in was indeed rejuvenating. The rooms were good and the sound of running water in the courtyard had a therapeutic effect all through my stay.",2023-08-01,PostCovid,0
family,5.0,True,Positive,"Big rooms, wonderful area and BEST STAFF Wonderful hotel at a very good district. nice and easy to travel and SUPERB VALUE. best part is all the ultra friendly and approachable staff members in the hotel. It doesn't give a serious feel and every interaction with the reception is friendly and cordial, personalized and warm!! Room is big compared to nearby hotels.",2023-08-01,PostCovid,0
,5.0,True,Positive,The Best Stay for a Leisure Trip John in the reception was helpful and courteous. Good location near to ROCHOR MRT and walkable distance to Little India. Close proximity to shopping and variety of food choices. Well connected to all Attractions served both by Bus and MRT. All things well except for Breakfast were things were in short supply and limited variety. A change in Menu on a daily basis would benefit long stayers,2023-08-01,PostCovid,0
,4.0,True,Positive,"Good hotel, location and helpful staff. Overall positive experience. We stayed there for a week in premier room with breakfast included. The hotel is 300m from rochor mrt so very convenient to commute. Rooms are nice and comfortable and staff very helpful. John helped me with a smooth checkout and also helped resolve all my queries. The breakfast spread was decent but can definitely better the taste of Indian items. But it's not that you will go hungry.",2023-07-01,PostCovid,0
,5.0,True,Positive,"Amazing location, staff and rooms!! Easy check in & check out! Incredible staff!! Thank you for a clean,  comfortable,  quiet stay! Excellent, central location 1 block from Rochor subway station. Great value for money. Comfortable bed, spacious room.",2023-08-01,PostCovid,0
,5.0,True,Positive,"Village Hotel Albert. A famous one A wonderful hotel, with excellent connectivity and Mr ahgilan is a special person to take care of residents like a family.. They also offered a pastry as a anniversary gift. The great pleasure is only when you book a room",2023-08-01,PostCovid,0
,4.0,True,Positive,"Great Experience Had a wonderful time at Village Hotel Albert Court. The staff was extremely friendly and accommodating. The breakfast was enjoyable and consistently offered vegetarian choices. Its close proximity to Little India makes it a paradise for Indians. I must highlight Mr. Ahgitan, who was incredibly kind and supportive throughout our stay.",2023-08-01,PostCovid,0
,5.0,True,Positive,"Clean and comfortable stay, great location, friendly staff Great choice for travellers and you will get MORE than what you paid for.  Building facade is historic and has character, room is spacious, clean, and comfy with amenities like slippers, toiletries, fridge, and safe. Interior is a bit dated but charming.   We were assisted by Mr Syed during check-in and it was very fast. I couldn't get his name, but one of the other front desk staff was also Filipino (Cebuano) and chatted with us. Check-out was also fast and easy.  Potable tap water didnt give us any problems over 6 days.   Easy walking distance to 2 MRT stations and a bus station, and also to a hawker/food court and many cafes plus a 7-11.   I travelled with my sibling and we both had a great stay.",2023-07-01,PostCovid,0
,1.0,True,Negative,Air conditioner is warm and bathroom.  downgrade our room from deluxe to superior room. Asked to chdrainer lots of hsirs Downgraded our room from deluxe to superior.   Hotel is very tired  Bathroom drainer lots of hairs  Air conditioning is warm and asked to check and late checking   Air conditioner engineer came but still say his tempo meter is 17.5 Celsius and yet I say I was sweating ,2023-08-01,PostCovid,0
,5.0,True,Positive,Outstanding services Very impress with the hospitality here! We were warmly welcome by the staffs (Mr.John and his team) as they did their  best of effort to provide us with good services and smiles. The area is also very near close to Rochor station which is convenient for traveling around the city. ,2023-08-01,PostCovid,0
,5.0,True,Positive,10/10 One of the best customer service in Singapore. The place is not very far from Bugis (which is 1 station away) where food is easily assessable. Although the place look dated but it gives the classic vibe. ,2023-04-01,PostCovid,0
,5.0,True,Positive,"Wonderful staff This is my second stay at the Albert Court. It is a very comfortable hotel in a great location, my room is spacious and very clean. In particular I would like to thank the staff who made a great effort to help me locate my luggage which had gone missing in transit to Singapore. It is due to their efforts that my luggage was located and returned to me, and I cannot thank them all enough!",2023-08-01,PostCovid,0
,5.0,True,Positive,"Best stay in Singapore Hello, hotel is very comfortable. Check in is very easy and check out is convenient. I enjoyed my time here in Singapore for work and vacation. The hotel team is very friendly and sweet, always helping and guiding us everywhere. I will come back here always. The hotel service is excellent! Thank you.",2023-08-01,PostCovid,0
,4.0,True,Positive,"Friendliest staff Great service, thanks to Fred who was a new staff but super friendly and helpful.. attentive to our needs and made us feel super comfortable 😛 overall, nice and cosy place with a heritage feel and many sights to see around the hotel",2023-07-01,PostCovid,0
,2.0,True,Negative,"Let down by stealth charge 👎 Nice hotel really friendly staff, but was disappointed by extra charges. Short story clearly booked for family room with the booking clearly stating 2 adult and 2 children. Was smacked with a 200$ bill for a bed for my two year old. I asked for a copy of the bill and was told I could not get a copy despite being right in front of me in B&W.   Truly let  down👎",2023-07-01,PostCovid,0
,4.0,True,Positive,"Very good Hotel close to Metro The Hotel staff was very good and friendly. The Hotel location is also very good, close to Rochor metro station. Cleaning in the rooms was provided on daily basis. In addition, we were provided with umbrellas. Special thanks to the Hotel Manager Mr. Syed Ali.   ",2023-07-01,PostCovid,0
,2.0,True,Negative,"Definitely not a 4* hotel. This hotel is a long way from what is advertised. “Spacious” is not a word I would use to describe the Deluxe room we were given. The bathroom is extremely dated as are the corridors which have marks all over the walls. A breakfast “buffet” is a very strong description of what you are presented with as choice is EXTREMELY limited, particularly for western food. The wifi is disgraceful as it continuously disconnects while you are using it even after contacting their “IT department”. Also there is an establishment near the area that has singing (awfully) at night which can be heard from the rooms, goes on too long and is not pleasant to listen to. Luckily we did not intend to spend much time here and the location was good. I would not recommend this hotel as I am sure there are",2023-07-01,PostCovid,0
,5.0,True,Positive,Amazing hospitality (special mention to Pathmini!) Amazing service! I chose the hotel for my family and I to stay (they are in Singapore for my graduation ceremony). Amazing hospitality from the hotel (especially my birthday twin Pathmini at the front desk!) really went above and beyond to welcome me and go the extra mile in making things go smoothly.,2023-07-01,PostCovid,0
,4.0,True,Positive,"Good Village Hotel Albert Court by Far East Hospitality very good and clean hotel. I would be happy to suggest a variety of menus, everything was super in terms of service! Thanks to the staff for their cleanliness and responsiveness. The location is very good and the courtyard with cafes.",2023-07-01,PostCovid,0
,3.0,True,Neutral,"Average hotel At all, I would say that the hotel is average. Of course, there are a lot to change (wifi connection, bathroom amenities, and variety of breakfast). Overall, I would recommend this hotel only if the above mentioned issues to be improved ",2023-07-01,PostCovid,0
,5.0,True,Positive,"Excellent experience in Singapore Nice guide, excellent service and useful help. It is a really comfortable place to live in. Convenient transportation with subway stations nearby and little India food only taking 3-5 minutes walk available.",2023-07-01,PostCovid,0
,3.0,True,Neutral,"Good location Convenient for a resonantly priced short stay.  Hotel is very conscious about cleanliness and containing the spread of germs/viruses.  As a result, room service is not available.  Close to Little India and many eateries. Pillows are thick and heavy, not much choice in that regards. ",2023-07-01,PostCovid,0
,5.0,True,Positive,"Great location Great value Looking for outstanding service, care and attention to detail and a very convenient location in Singapore but somewhere fairly peaceful away from the noise and bustle of some of the districts?  This is the place to stop off, particularly if you prefer a low rise building rather than looking out from the 30th floor of some giant skyscraper which has its attractions for some, but is often a less than personable experience. The hotel provides outstanding service and staff go out of their way to provide traditional service and a welcoming that is often missing these days. Located very conveniently for Bugis and little India, there are at least three MRT stations within a 10 minute stroll through interesting streets, market stalls and temples that are quite fascinating for tourists",2023-07-01,PostCovid,0
,5.0,True,Positive,"Happy to come back again One of the best hotel i have been in singapore in terms of price, room size and location. Oh yea, the staff is friendly as well. Special recognition to pathmini who made my check in experience a good one. Ready to go the extra mile to ensure that everything is sorted out for me. This is my 2nd stay here and i will be staying here again if the opportunity arises. If you are reading this and still thinking to either book a room or not. Go ahead. Click book now and enjoy your stay!",2023-07-01,PostCovid,0
,2.0,True,Negative,"No assistance provided during stay . No luggage carrier, feels like staying in rented accommodation with no man power . No assistance provided during stay . No luggage carrier. Feels like staying in rented accommodation with no man power. Not recommend this hotel. Should increase staff and give better experience during stay",2023-07-01,PostCovid,0
,5.0,True,Positive,"Excellent hospitality, great location.  Amazing location. Smoothest ever check-in. Special thanks to Pathmini for helping me with early check-in and a quick guide around the property. Spacious rooms, clean bathrooms, nice bed. Fortunately I got a room on the other side of the street and hence was pretty quite and calm. My go to place whenever I am in Singapore.",2023-07-01,PostCovid,0
,5.0,True,Positive,Perfect experience The check in staff. Fred. Friendly guy. Listened to what I needed and provided ! Very happy with the room. Clean sheets. Comfy. Nice view. Nice sized TV at eye level. Clean smell. Decent and clean toilets.  Will definitely recommend. The staff here are very nice too !,2023-07-01,PostCovid,0
,4.0,True,Positive,"Nice hotel very close to downtown For the price, this was a jewel. Very close to the Rochor MRT station, thus very conveniently connected with everything. The personnel were very nice, particularly the evening waiter, thanks! It was very interesting design because the original arrangement of the building was kept and the courtyard feels like a resort :-)",2023-07-01,PostCovid,0
,3.0,True,Neutral,"Average with issues Overall content with my stay. Safe area, close to MRT station. But construction was happening immediately next door, and right outside of my window. If you have Do Not Disturb on, room cleaning will still call your room to confirm you don’t need turnover, and once even tried to enter my room while I had DND on. Fan in room was non-operational. Breakfast was great, and never had issues with wifi. Everything else was average at best. ",2023-07-01,PostCovid,0
,1.0,True,Negative,"Atrocious customer experience  Please pass this to customer services, your staff need an urgent training course! We wanted to leave some honest feedback from the horrible experience we have received at the hotel.  Singapore was the last leg of a 2 week Asia trip of a lifetime for our family.   We arrived at 9:30 Monday evening- receptionist didn’t smile just said ‘need your passports’.  Then proceeded very slowly and ignored our request for a twin and double room.  She also refused to accept the free breakfast on our holiday voucher.  We arrived to our rooms - both double.  30 mins later - no apology but a twin room allocated.  We then looked at the sheets and they had large yellow stains.  Hotel advised that was our fault for not checking straightaway.  Someone eventually changed the sheet ( 45 mins later)",2023-07-01,PostCovid,0
,4.0,True,Positive,My sat at Village Hotel Albert Court Nice stay at the hotel. The staff were very welcoming and ready to assist in every way. The rooms were clean and breakfast was good.  The staff helped out with relevant information on getting around Singapore and recommendations for where to go and how to get there easily. ,2023-07-01,PostCovid,0
,2.0,True,Negative,"Bad wifi, TV Channels and Breakfast Bad wifi Bad breakfast (quality and variety) Only 10 channels for TV Bad lighting  Rest ok Good service  Laundry service really good  Cleaning ok  Price ok  Location ok  Check In and Check out ok  Website ok  ",2023-07-01,PostCovid,0
,4.0,True,Positive,"Stay at Village Albert Court, Singapore Great stay. Very good access to Downtown MRT line (Rochor station less than 2 mins walk). Walking distance to Little India. Hotel clean and staff friendly. Gym well equipped. AC in the room worked well.  Would recommend to all. Thanks for a great stay :)",2023-07-01,PostCovid,0
,4.0,True,Positive,"Inexpensive place, decent breakfast buffet, bring earplugs Cheap place to crash. Rooms are nothing fancy. Breakfast buffet was nice variety of the various ethnic food. Less than 5 min walk to Rochor MRT station is convenient to get around. Sadly it is next to several bars that blast karaoke music in the middle of the night. I couldn't sleep for most of the week without earplugs because people sang louder and worse than William Hung.",2023-07-01,PostCovid,0
,4.0,True,Positive,"Accessibility is the unique selling point Best thing about this hotel is location and accessibility. Little India and Rochor MRT stations are in walkable distance. Boarding a bus is fairly easy.  And there are plenty of entries around the hotel. There are few right in front as well.  Hotel room are basic ansld small. Reminded me of my stay in Paris. It is relatively old hotel and you and feel the age. Hotel staff is courteous and greets you with a smile.  Since there were plenty of food options, I didn't try the hotel food. One missing thing in hotel was water bottles. Wasn't a big concern because there a small grocery shop right in front. Amenities were basic and you are looking for a place only for sleep in the little India area, you can consider this hotel for sure. ",2023-07-01,PostCovid,0
,4.0,True,Positive,Singapore stay Great place to stay with mrt stations snd shopping nearby. I will definitely recommend it to others. my Singapore experience was one of the best. It is a safe city and very clean. People are friendly. ,2023-07-01,PostCovid,0
,4.0,True,Positive,"Nice hotel, nice breakfast but check in payment option should be wider Please include options for payment during booking or provide the information during booking that we will need to pay during checking in. Denying check in without payment is the hotel policy it should have been intimated beforehand.",2023-07-01,PostCovid,0
,5.0,True,Positive,Wonderful hotel Our stay in Singapore was a pleasant one. Thankful to the warm welcome of the staff at Village Hotel Albert Court especially Sir Fred. They are efficient and would stay again in this hotel when I come back here in Singapore.,2023-07-01,PostCovid,0
,3.0,True,Neutral,"Poof WiFi WiFi in this hotel was very week and slow. I used two rooms. WiFi in the first room was often disconnected. WiFi in the second room was not so week, but very slow. The price was reasonable and breakfast was nice.",2023-07-01,PostCovid,0
,3.0,True,Neutral,"Great for those who won't use the Wi-Fi much Clean rooms, comfy bed, great water pressure from the shower heads, and amongst the best customer service I've received from staff. The housekeeping team were warm-hearted and treated you like family, and the staff at the front desk are understanding and importantly concise with explanations.   Those qualities just managed to redeem the hotel from absolute shame, due to the internet connectivity in the hotel being comparable to a war-crime. You'll be prompted to wait long, awkward minutes before asking you to sign-in via Room Number and Last Name, before letting you stay connected for about a minute or two if you're lucky. Later on, you'll disconnect altogether after five or so rotations, then you'll be prompted to log-in again. That's only if you're on iPhone, iPad or Mac. On",2023-06-01,PostCovid,1
,5.0,True,Positive,Great Location and Staff - Very helpful Short stay in Singapore with my family. Village hotel is great as it is easy walking distance to eating places and shops around Little India District. Very very helpful and accommodating staffs ! We had a few change of plans in our travel itinerary and we really appreciate it. Thank you !,2023-07-01,PostCovid,0
,2.0,True,Negative,Stay away Terrible hotel.  Aircon super noisy. If you are a light sleeper. Please don’t come here. Entrance door difficult to close. Hair all over bath tub n toilet bowl. Equipments seems falling apart. Kettle spoilt after one use. Tv remote not working. Room looks old.  Pillow too hard. Housekeeping is poor. Front office still ok. ,2023-07-01,PostCovid,0
,5.0,True,Positive,"The Best Hotel Our stay at Village Hotel Albert Court was superb! The family stayed for 6 nights here. The hotel is quite near to Rochor Station where it can take you anywhere in SG. It is also near to the Albert Food Center wherein you can choose a variety of food for your meals. Mcdonald's is also a walking distance from the hotel. The bus station is also near. What made our stay at Village Hotel Albert Court more enjoyable is the kind and hospitable staff. They are so helpful and would answer our queries. Plus, our rooms were cleaned everyday. To those who would visit SG, do stay at Village Hotel Albert Court. Thank you so much, Village Hotel Albert Court especially to Yunis, Eugene, Jamal and Donal!",2023-07-01,PostCovid,0
,3.0,True,Neutral," Good basic hotel bones but pricey for what you do get. The Village Albert Court is in a good location, near the train lines that are a fabulous way to get around Singapore. It is located over the road from Little India. Our room did not match up with the pictures shown on their website but our room was sunny and spacious. We were high up on the 8th floor and roadside, but were not disturbed by traffic.  Our plastic toilet seat was broken. There was a hair dryer, robes, wardrobe, water is safe to drink here we were told, small fridge, desk. The bed was the smallest bed we encountered while in Asia, id say a double and the pillows were very thick. We asked for a smaller flatter pillow of which they had none.  Our room was cleaned every day. The bath was nice to have in the evening. We used their sauna room but the spa was closed. We",2023-05-01,PostCovid,0
,4.0,True,Positive,Lovely It was a pleasant stay here at Albert court. My family and I have been coming here for years and finally got to come back again after covid. Special thanks to Jamal and Johan for being so friendly and kind,2023-06-01,PostCovid,0
,5.0,True,Positive,"Family Room It is a nice stay at the Village hotel albert court in singapore. Booked for family room and it is well spaced and comes with 1 king bed and 1 single bed, great for a family of 3. Good experience. Hotel arranged for a complimentary early check in and upgraded to a bigger sized family room but we chose the other options for a room with a better view. We are still thankful for them allowing us the option. The location of the hotel is easy to connect and convenient for a vacation. Many different options of food nearby and it is affordable. Good place",2023-06-01,PostCovid,0
,5.0,True,Positive,"Just perfect The bed and room are wonderful. Village hotel brings about value for any travellers. It’s great location, wonderful room, fantastic staff. We cannot ask for more. Highly value for money for a room in Singapore which will easily set you back $300 a night in a comparable location. We highly recommend this place. The staffs are very friendly and helpful with everything. Love this hotel",2023-06-01,PostCovid,0
,5.0,True,Positive,"The room service is excellent, it's very good The house keeping is good. The hotel is old but is good. The room hotel is clean and the facilities in the hotel are good. I love staying here. And the toilet has a good smell and not smelly. And each room has air purifier too. It's very good ",2023-06-01,PostCovid,0
,5.0,True,Positive,"Recommended Stay . Location of the hotel is great . very easy access to nearby train and convenient location . There's a lot of restaurant and bars outside and it is super cheap compared to other bars . The rooms are large for it's price considered Singapore price and location . Hotel is not very new but the amenities are working , clean and fresh . It's a great choice for a vacation or business . Taxi is a bit difficult because there's no natural taxi , booking is needed . Overall is a good stay and will recommend . ",2023-06-01,PostCovid,0
,5.0,True,Positive,"A clean and spacious environment for you and your family to go for a comfortable stay. The room which I have get is super spacious. The rooms, mattresses, and bathrooms are also very clean. Accompanied with a good environment, also close to the MRT, and lots of places to eat are the many benefits that can be obtained from staying here. Would super recommended this hotel for you to book. ",2023-06-01,PostCovid,0
,5.0,True,Positive,A safe comfortable hotel and also close to many places! The hotel is very clean and spacious!  the workers are very friendly and responsive!  the housekeeper also cleans the room cleanly and neatly!  there is wi-fi whose connection is very smooth.  The rooms are very comfortable and cool.  The hotel is located close to the MRT and many bus stations!,2023-06-01,PostCovid,0
,5.0,True,Positive,"Clean and proper Good room and clean housekeeping. Everyday room is cleaned well and properly. We stayed for one night and is very impressed by the service of all and helpful of the people and decide to extend our stay for 2 nights. Staff is very considerate and allow us to stay back in same room without hassle. Breakfast is good but limited variety, needs more items for the price of $20. We liked the place overall and will definitely stay again when in Singapore.",2023-06-01,PostCovid,0
couple,5.0,True,Positive,"Nice Lovely Hotel We Had A Staycation On Last Weekend. The Room Is Very Neat And Clean And Spacious. Lovely Hotel For A Staycation And We Are Surprised That Is Had Been Here For So Long ! We Often Stay At Village Hotel Bugis And This Place Is Equally Nice. Staffs Here Are So Friendly And Warm, Always Helpful And Chatty. Thank You.",2023-06-01,PostCovid,0
,4.0,True,Positive,"Good Hotel to stay near little India My stay at this hotel near Little India was exceptional. The friendly and attentive staff, coupled with its fantastic location, made for an unforgettable experience. I highly recommend this hotel to anyone seeking a comfortable and convenient stay in a vibrant and culturally rich part of the city. I look forward to returning in the future",2023-06-01,PostCovid,0
couple,5.0,True,Positive,"Outstanding Service Jonalyn made our stay very pleasnt and comfortable , always ready to oblige,she's  outstanding  and very efficient,good hotel easy access to all parts of Singapore ,close to 2 mrt stations and Little India",2023-06-01,PostCovid,0
family,5.0,True,Positive,"Nice hotell and staff Max & Yulan Housekeeping... Room clean and good..
Yunis / Jona... Very Helping Front office
Chandran it's a good bellman.. Fast response..
All of staff very good.. Nice Hotel..
Will be back again... Very Recommended Hotel.",2023-06-01,PostCovid,0
family,5.0,True,Positive,"Good stay and highly value for money Highly recommend. The hotel village has a perfect location in rochor and little india area. Well connected and easy to get to the train station. If you are not sure, the hotel staff is always there to guide. They give many recommendations and help to plan itinerary.

Rooms in the village are good and clean, enough space for 2 adult and 1 child to rest in the deluxe room. Breakfast is simple but it taste good.",2023-06-01,PostCovid,0
couple,5.0,True,Positive,"A charming place We recently had a second stay at village hotel albert court and I must say it exceeded all my expectations. From the moment I stepped into the hotel, I was greeted with warm smiles and excellent service. The location of the hotel is fantastic. The hotel's proximity to public transportation made it incredibly convenient to explore other parts of Singapore as well. The rooms are spacious and clean and the bed is super comfortable !

What really sets this place apart from other hotels in singapore is the top notch service standards. During our last trip 3 months ago, we met the manager Donald when we checked out. It was a brief chat as we were heading off. We were taken by surprise when he remembered us and even remembered what we chat about then. The staff's geniune warmth and friendliness really made us feel welcomed and ensure the stay was truly memorable.

I highly recommend Village Hotel Albert Court to anyone visiting Singapore and we cannot wait to return and experience their hospitality again.",2023-06-01,PostCovid,0
family,5.0,True,Positive,"This is it..Proven... Can't recommend any other hotel in Singapore.. 4 families with family room with kids... Highly recommended Family room with sizes of room can not match any other hotel.. Thanks Front Desk.. Special thanks to Ms Zahidah at Front Desk.  Special mention to front desk Staff, they are really helpful. Thanks for coffee when I really needed the most. Next time I shall mention the person's name.. The location is perfect with Metro station and restaurants in vicinity. This is third time when I have booked this Hotel and cant think of any other hotel. Will come again and recommend to others as well.",2023-04-01,PostCovid,0
couple,5.0,True,Positive,We will be back ! We loved the location - it is really close to the MRT. The staffs at the hotel were so friendly and accommodating. We enjoyed our stay here. The rooms are average but the bathroom is in need of a renovation but it didn't really bother us as much as it is still clean.,2023-06-01,PostCovid,0
,1.0,True,Negative,"Bad Experience The experience with Hotel Albert Court was very sad, Staff behavior was very rude, Bed size is very small. Overall bad experience. I will not suggest anyone to go there. wifi was not working properly in all the rooms.",2023-06-01,PostCovid,0
couple,5.0,True,Positive,"Highest recommendation Hotel room size is average but it's clean and comfortable. Very centrally located near blue line and easy to find Mrt and bus around. Hotel staff is very friendly and helpful, they very patiently help me book a tour online and recommended for each day and plans. We are very lucky to have stayed here.",2023-06-01,PostCovid,0
,1.0,True,Negative,"Wouldn't recommend They charge you for requests like early check-in albeit just an hour or 30 minutes early.   Building is quiet outdated and smells of damp on all floors. They have tried to cover it up by having air purifier in corridors but it's still very disturbing.   Their housekeeping staff entered my room eventhough i left do not disturb sign on. Upon my return, my room was returned along with few of my shopping bits missing as i had left my suitcase open. So be very careful with yoir belongings.  Their reception isn't approachable and keen on resolving issues. For example when i raised my concern on housekeeping coming in despite the sign, they just denied it with no acknowledgement or apology.   ",2023-06-01,PostCovid,0
,5.0,True,Positive,"Clean rooms and good location Excellent clean rooms, very centrally located near blue downtown line, and housekeeping did a great job every day. We had 4 nights. Would highly recommend for a trip in Singapore. Will definitely choose this hotel in future. ",2023-06-01,PostCovid,0
,2.0,True,Negative,"Penny wise pound foolish No drinking water provided in the room. Kettle was hidden away from sight. Internet was really horrible, it kept disconnecting again and again. Rooms looked and felt old - the AC needs improvement.  The only pros were the location and size of the room.",2023-06-01,PostCovid,0
