travel_type,rating,valid_rating,label,combined_review,date,covid,is_local
,,False,,"Staycation The air-condition tempreture control is not working, room is not cooling, delayed in check in was told will get a call but didn't, walk up to front desk another staff assign another room after all this waiting for another hour unnecessarily.",2023-09-01,PostCovid,0
,,False,,"Reasonable price and excellent service If you want to pay a reasonable price,look no further. Village Hotel Changi hotel had it all,comfortable bed,a swimming pool to cool  off, friendly, helpful staff, especiall The Chinese staff Shally who never cease to Assist Us, There is the Changi Hawker centre, a food court across the road which offers traditional Singaporean food and many wonderful restaurants within walking distance.hope to return and bring my family soon.",2023-09-01,PostCovid,0
,,False,,"Perfect overnight stay The room was very clean, large and well equipped to meet all our needs. Even an iron and ironing board were there. There were plenty of nearby eateries at walking distance. The staff directed us to a good eating place when we arrived late evening. The hotel was perfectly suited for a comfortable overnight stay. But if we come again for a longer trip it would still be perfect place to stay.",2023-09-01,PostCovid,0
,,False,,Does the job! A convenient hotel for pre-flight. Not exactly luxurious but functional. Swimming pool was a bit dirty but overall not bad. Plenty of places nearby to eat at including a huge hawker centre. Taxi still takes about 20 mins and costs $20.,2023-09-01,PostCovid,0
,,False,,"Bleak Reception area quite grand but tired. Bedroom bleak, spacious but bare and unwelcoming. Shower pressure was great. Over priced breakfast for average food.Prefer to pay more elsewhere. Taxi drivers were excellent",2023-09-01,PostCovid,0
,,False,,"Great hotel for one or two night stopover This hotel was perfect for a two night stay. Reasonably close to the airport, good size rooms, friendly and helpful staff, good breakfast, and local eateries were all appreciated. Although a long way from the CBD we enjoyed relaxing walks in the local area and eating at the many inexpensive hawker stalls within a few minutes walk from the hotel.",2023-09-01,PostCovid,0
family,,False,,"Excellent stay Excellent and relaxing staycation. The housekeeping and reception staff were patient and polite. The service pre covid and post is still excellent.

Swimming pool on top floor is a bit unkempt though. Should consider cleaning the viewing glass barrier.

Was hoping to try out the restaurant again, but unfortunately no more. Hope to see them back soon.

Thank you for the nostalgic memories.",2023-09-01,PostCovid,1
couple,,False,,Great Service A great location for a one night stopover. We had missing luggage at Changi when we arrived on our way to London. The reception staff were amazing in helping us get our luggage which wasn’t really their responsibility. A great effort by all their staff.,2023-09-01,PostCovid,0
,,False,,"Excellent Customer Service and Rooms The Filipina receptionist during check-in was exceptionally pleasant, as she effortlessly handled all our inquiries. Mr. Louis and the VHC team continued to extend their warm greetings, and they even surprised me with a birthday cake delivered to my room on my special day. They went the extra mile by inquiring about any additional requests we might have had. Everything was flawless. We extend our heartfelt gratitude and look forward to selecting the same hotel for our future stays.",2023-09-01,PostCovid,0
,,False,,"Business Trip Check in process was fast. Concierge staffs were helpful. Need to have colder temperature control for the refrigerator. Easy access for food near the hotel. Beach waterfront within walking distance. Bus terminal was nearby. Hotel outlook was a bit dated. Overall, it was a good stay.",2023-08-01,PostCovid,0
business,,False,,"Best Service The staff are very accommodatingand kind , fantasic crew best service, Shally always help help me always with a smile,she maks me fell at home ,i.wouldrecommendthis hotel to.everybody anytime, if i go Singaporeag again this will be my home",2023-09-01,PostCovid,0
,,False,,"Close to Airport Dated but large rooms providing spacious feeling.
No bar or food except for breakfast which has no western content parts of hotel requires a lot of work.
Two pools which was excellent.
Reception staff were abrupt and felt hostil which was unsettling.",2023-08-01,PostCovid,0
business,,False,,"My stay overall an excellent stay
Need to offer more variety on breakfast i.e different options on different days.
the other facilities available and courtesy of staff was excellent. check was particularly the best as staff were willing to call taxi for me. I was really running late for the airport.",2023-08-01,PostCovid,0
,,False,,"Perfect for a long layover We booked this hotel since we had a 14-hour layover in Changi Airport and Village Hotel Changi was the most suitable and best value offer we found. Even though we did not spend a full night there, we managed to get some sleep before our night flight. The beds were very comfortable, the rooms were clean and spacious and we loved the rooftop pool with its amazing view, it was a wonderful way to relax before continuing with our long journey back home. Thank you very much to all Village Hotel Changi staff.",2023-08-01,PostCovid,0
,,False,,Rm 764 Staff Vinosha was friendly and did a fast check-in. Hotel staff seems to be friendly and approachable. First time staycation in this hotel. The room is very cozy. Comfortable place to stay Definitely will bring my love one's again. Thank you,2023-08-01,PostCovid,1
,,False,,Overnight lay over Stayed here overnight on a lay over between flights. Pricing at the time was better than airport hotels including return taxi. Convenient and not too far from the airport. Close to beach for a walk and plenty of food in walking distance and a hawkers venue. Standard room was clean and tidy. Enough space for two ,2023-08-01,PostCovid,0
,,False,,Not what's advertised  Old and in need of a renovation. The rooms are relatively clean but not welcoming. Te staff seem stressed and trilouboesome to assist. Looks wonderful in the brochure but vastly different when you arrive. Would choose a better hotel and foot the taxi bill into the city.,2023-08-01,PostCovid,0
,,False,,"See above We missed out flight from Phuket to Melbourne and had to book new flights with a stop over in Singapore. We booked an overnight stay at the Village Hotel in Changi. We were distressed and tired, however the comforting manner in which the desk clerk Akbar took care of us, made us feel at ease. The room was nice, bed extra large and comfortable. Highly recommend the Village Hotel in Changi.",2023-08-01,PostCovid,0
,,False,,Wonderful Experience at Village Hotel Changi We had the most Wonderful Experience at Village Hotel Changi. The rooms are big and clean. The Infinity Swimming Pool was Awesome. The front desk and Housekeeping are very professional and pleasant   . We look foward for future staycation,2023-08-01,PostCovid,0
,,False,,"An excellent stay It was a comfortable stay. I like the room and the staff were friendly and welcoming. I will definitely stay here again if I ever return to Singapore. If I were to give a suggestion, I would suggest that the hotel to upgrade their TV. ",2023-08-01,PostCovid,0
,,False,,"First and last time Hotel was not as you see it in online pictures. Not well maintained - run down and outdated. Carpets had been replaced, but everything in the room is old. There was also an odour in the room. Bathroom needs an update. Seems things were done on the cheap.",2023-08-01,PostCovid,0
,,False,,"Great relaxing break Nice hotel good value for money , undergoing some refurbishing in rooms etc . Handy to airport great street food use the pool and relax .We would use this hotel again. The hotel does not take cash ,when using restaurants and bars cash only ATMs near the bus station .",2023-08-01,PostCovid,0
,,False,,"Experience stay in singapore Very nice hotel, very clam and staff is very good and friendly. Foods are good and nice varieties. Room service is excellent specially Gomathi. She is very helpful. Nice place to stay for a holiday. Hark centre is available nearby. 👍👍🍻🍻✈✈😃😃😃",2023-08-01,PostCovid,0
,,False,,"Average Stayed overnight between flights. Hotel very dated, musty smell in room, no eating facilities (other than breakfast which was good). Found maggot/moth larvae under one of pillows… Shower is handheld over bath. Would not say this was 4 star.  Staff though very pleasant and helpful but I wouldn’t stay again.",2023-08-01,PostCovid,0
,,False,,"Persistent musty smells in rooms + ants running around in the non smelly rooms The rooms were a total humidity nightmare! The musty smell was unbearable! We asked 2 times to change to different room, in the end we got better ones and woke up with ants running around. Definitely not the refreshing experience I was hoping for.",2023-08-01,PostCovid,0
,,False,,"Love it Love the hotel and all the employees who worked there are very kind and Helpful ....it's located in bit far from the city...but it has wonderful natural beauty .... Those who love carm and quite place,this is the ideal hotel to stay..love their Hospitality ❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰🥰🥰🥰🥰🥰🥰🥰🥰",2023-08-01,PostCovid,0
,5.0,True,Positive,Most helpful lobby service Yusri the gentleman at the front lobby is very helpful especially as we have a guest with wheelchair needing extra help - Yusri kindly accompanied him to find the disabled bathroom and arranged car parking loading unloading etc What a welcome! A beautiful sunrise 180 view from the top deck pool area over the sea and islands. Not to mention - stunned by the arrival of four beautiful helmeted hornbills to the nearest tree and to the top of the hotel building.  We’ve stayed in many hotels here over the years but this area is the most interesting and beautiful - right by the sea and by the lively community of the hawker centre where the best roti paratha are for sale in the Muslim food area.  There are two swimming pools one on the ground floor and one on the roof! ,2023-08-01,PostCovid,0
,,False,,Silence retreat praise God for this Silence & Solitude retreat organised by the Bible school that I studied in.  We had our Cell Group (CG) sharing over every meal on our experiences... it's eyes opening .... overall had a blessed & fruitful time there.,2023-08-01,PostCovid,1
,,False,,"Seems to be struggling Terrible. The hotel really seems to be struggling. It’s a mid-size hotel that really looks like it has been neglected.  We arrived. Advised there were no dinning facilities available and no bar for a drink and we’d have to go into the local village - which is very close with some interesting options for food and drink.  Due to the lack of restaurant - which is under renovation - breakfast seemed to be a catered affair but very plain. All of the food stations had been let to go cold - no one had ensured the heating lights under the food stations were replenished. Lots of people were just leaving their food when they found out it was freezing cold.  Although friendly enough, I’d give them some time to get themselves together before advising anyone to stay there. ",2023-08-01,PostCovid,1
,5.0,True,Positive,Nice enclave by the beach This hotel does not disappoint if you like a nice quiet hotel by the sea for peace and solitude. All amenities like toiletries and hair dryer available. Nice food around the hotel ( Best Nasi Lemak) and tranquil surrounding.  Am sure hotel has shuttle bus  to town but unsure. Overall cleanliness and service up to standard. Must try the infinity pool at rooftop to see sunset midst the panaromic sea view. 5 thumbs up!!!!!,2023-08-01,PostCovid,0
,,False,,"No Chinese service It is very important to arrange a Chinese service staff at the front desk. In addition, the cleaning service staff is not careful enough, and the toiletries are not enough. Service staff do not greet guests, can not show high quality service.",2023-08-01,PostCovid,1
,,False,,"If there is no other choice and you can get a deal on the price - maybe stay here if you have to Relatively cheap hotel - shabby interior. Reception staff are incredibly rude - in dire near of some basic training in manners. Breakfast is poor in quality, and variety, and the size of the buffet is out matched by the swarms of guest tying to get value for money. Good luck trying to find a seat or cutlery. I suggest opting for the toast - it might not be value for money but at least you can eat it with your hands.",2023-08-01,PostCovid,0
,,False,,"Overall a pleasant day I had some problems with the cleanness of the toilet and bedsheet when I first checked in and have reported to the front desk. They sent someone to clean it right away and the cleaning lady was very polite and she apologized which was very nice. Although the hotel can improve a lot of their facilities, but overall I had a pleasant stay as the staff were quite nice and it was so close to the beach that I truly enjoyed. If I ever come back this way, I will definitely still pick this hotel to stay.",2023-08-01,PostCovid,0
,,False,,Not what I thought at all What we thought was there was not. Confusion over rooms booked which eventually was fixed. To many kids on school trips. No room service no restaurant just a Buffett breakfast. The room was clean. The building were not cleaned ,2023-07-01,PostCovid,0
,,False,,Friendly staff The staff are very friendly  Specially one of the cleaning staff named Gomathi who went out of her way to stop and talk to us in such a  polite manner. It made us feel very welcome.the place is very nice but I was a bit disappointed with the cleanliness of the rooms as there was lots hair everywhere and dust on the skirting boards. Also there was dirt marks around the side of the beds.,2023-08-01,PostCovid,0
,,False,,"Great Great hotel, loved the pool. Friendly and helpful staff. A little bit surprised that the exterior of the hotel was very worn/dirty as it’s not the usual Singapore standard, but to be fair they were in the process of renovating. Room was great and so was the service.",2023-08-01,PostCovid,0
,,False,,"Value for Money We enjoyed our stay, used the hotel facilities including the rooftop pool and had a great breakfast in the coffee shop.The staff was helpful & efficient. However we booked to be close to the airport and a complementary shuttle bus was advertised but not provided any longer. The hotel is very isolated and difficult to access public transport",2023-08-01,PostCovid,0
,,False,,"A good hotel nearest Pulau Ubin, Changi beach and Changi airport. Hotel within 5-min walking distance to changi beach & a convenient gateway/jetty to pulau ubin Hotel good proximity to enjoy sunrise & sunset • room neat & clean • convenient hotel parking • hassle free check-in & check-out • roof top swimming pool  • peaceful rustic hotel surroundings • many eateries around hotel locality • plenty public carparks & public buses to Tampines East MRT & bus interchanges such as Tampines & Pasir Ris bus interchanges.",2023-04-01,PostCovid,0
,,False,,"Staycation @ Village Hotel Changi This is our 2nd time there. My nephew loves the place so we went back to celebrate his birthday. We love the breakfast, steam room and the pool. Shall be back for Christmas too. Thanks to all the staffs who attended to us. ",2023-07-01,PostCovid,0
,,False,,"Relax trip Highly recommend!  Well maintained! Gym facilities were awesome! Great customer service! Relax ambience! Location may not be centralised but very near to Changi beach. Hawker centre, shops & eateries were within walking distance. ",2023-07-01,PostCovid,1
,5.0,True,Positive,"Awesome place Really enjoyed staying here. Hotel is well kept. Loved the rooftop pool, you can watch the planes come in. Thank you to the lovely staff, Yusri and Akbar for being so helpful. Always greeted with a smile. The room was so big and Jack serviced our room. Lovely employee where nothing was a problem and very helpful also. Hotel is across the road from the hawkers markets. Great food. Would definitely stay here again instead of going into town. Hopped on a couple of local buses, bus stop about 3 minutes walk.",2023-07-01,PostCovid,0
,4.0,True,Positive,Good service Good service at the counter. We drove a van and the height to the carpark was 1.9m and my van needed a 2m. They opened up a hotel compound to let us park there for free. The hotel has seen better days. Room is not carpeted. And the floor wasn't that clean. ,2023-07-01,PostCovid,1
,,False,,Far away but very nice Rooms were renovated but bath tub and sink were not. All staff very friendly.  If yo do not mind the distance to the city (and extra costs for taxi) this is a very good option.  We recommend a day trip to nearby Pulau Ubin- just walk 5 minutes to Changi Point and take a 15 minutes boat ride to Ubin-. Rent bicycle there and explore the island- especially on a weekday. ,2023-07-01,PostCovid,0
,,False,,Lack of amenities = majorly overpriced No airport shuttle (despite advertised online. No cafe No restaurant  No information re hotel or surroundings Room not serviced til mid afternoon Leaking window  All in all I find very little to recommend this hotel apart from the size of the room.,2023-07-01,PostCovid,0
,,False,,Very Disappointing Arrived to be told that we had a king bed room when we had requested twins. It was not until I produced proof of booking twin rooms was anything done about it.  Had requested via hotel messaging for airport transfers. Received one reply and then the hotel no longer contacted me. I tried emailing twice and messaged another 3 times. Ended up having to book our own transfers.  The bath plug did not seal and it was not possible to have a bath as the water continuously drained away.,2023-07-01,PostCovid,0
,,False,,"nice The service at your hotel was good. I would like to come back again and again. However, there is a proposal to add more channels to the TV channel. Good luck to your team and keep up the good work. Thank you so much.",2023-07-01,PostCovid,0
,,False,,"Rude staff and disgusting facilities We stayed here for one night as we had an early departure to the airport the next day.  Mark who served us at the front desk was rude and not helpful at all. Did not explain when breakfast was and where, check out times etc. requested an extra towel for the room, which never came.  We had a few suitcases and travelling with a child, wanted help taking them to our room. As we had checked in at 10pm in the evening, they had no one that could help! Also no housekeeping was available in the evenings.  The worst hotel i have ever stayed in and class it as worst than a hostel",2023-07-01,PostCovid,0
,,False,,"Everything was Excellent Everything was Excellent. the location of the hotel is very convenient. The staff is very friendly and professional. the breakfast is very tasty and rich, надеюсь следующий раз   в Сингапуре обязательно остановлюсь в этом отеле",2023-07-01,PostCovid,0
,,False,,"Awesome hotel! Went there to celebrate my birthday, it was a best stay ever. Ms Lynn and her team provides awesome service, I have been there for a lot of times so of them even recognise me. Friendly and nice people there, Keep up the good work. I will be back 😉",2023-06-01,PostCovid,0
,,False,,"Hotel feedback Could have been better if not for the room odor and the sink blockage. The waiting lounge could also have been better if not for the uncleanliness. The good service by the staff, however, was good.The buffet lunch is not worth the price.",2023-07-01,PostCovid,1
,,False,,"Nice stay anyway As I had to visit Singapure, this hotel seemed nice to stay in since it's close to the airport and it's quite. Rooms are very good and I have only two suggestions to state: 1. No shuttle service to/from airport 2. Internet network in some areas/rooms The rest was as it should be and staff is superb (they gave me a solution for my internet issue right away)",2023-07-01,PostCovid,0
,,False,,"Hotel was clearly reopened too early This hotel was closed for some time and has recently reopened. It should have waited till it was ready.  We stayed twice recently - en route from and to Australia. We had stayed several times in previous years which is why we returned. This time it was very tired and decaying. The best thing is the beds which seem new and much more comfortable - the beds were the worst thing previously. The shower had bits falling off it but we managed to make it work. The room hadn't been cleaned properly. We had a 'deluxe' room. The staff are undertrained and not helpful, and the restaurant is not open, except for breakfast which is outsourced to another company. None of the other facilities in the hotel are open, yet on the arrival video on the TV it says they are (?false advertising).  Only",2023-07-01,PostCovid,0
,,False,,"Pleasant stay with Wonderful Seaview room   Me and my friend from Australia.. were so glad get to stay in the Deluxe room with balcony with such wonderful view  8-)   with lots of greens/trees to see...   flying past planes every now and then... boats passing by so often and of course the nice seaview backed by the islands.    We even extended another night stay to enjoy the wonderful view from the 7th floor.  Many food outlets, halal ones too near the hotel and opposite road.  A bus service 29 to Tampines is very near to hotel.. no convenient.   Changi coastal park and walkways... walking distance too. Can go to Pulau Ubin by boat too -  terminal across the road.   A small bus terminal around as well... convenient to go to town.. by taking bus no. 2",2023-07-01,PostCovid,1
,,False,,"Poor staff attitude & poor hotel management Late check in. We reached at 3 pm & was told that the room was still not ready & needed to wait for  another hour. When we requested for later check out, the staff said she can’t confirm & most likely cannot as the rooms have been fully booked recently. Staff didn’t seem to be apologetic or want to do any service recovery.  When we deposited our luggage with her, she refused to put in the storage room immediately & said she will bring it in later. But when we went to retrieve our luggage later, we realised that the luggage were left lying on the floor with no one looking after it. Terrible attitude & management. The amenities were not replenished, wet towels were not changed, & the bathtub is rusty bed & pillows are too soft . ",2023-07-01,PostCovid,0
,,False,,"One night stopover Stayed at village changi 8 years ago.  It was better back then.  Service has dropped this time and staff seemed tired and exhausted, probably because the hotel was used as a covid facility for covid patients as what one of the staff mentioned and staff had to clean the rooms as per covid policy every day.  Staff were not as warm and friendly as it was 8 years ago.  Hotel and rooms need to be renovated.  There was an iron burnt mark on the carpet in our room as well.  Other than that, it was a one night stopover in singapore and it was okay.  It was close enough to changi airport via taxi.",2023-07-01,PostCovid,0
,,False,,"One night transit The room is spacious but the room and the bathroom have a bad odour and the hotel is very old.
The location is good and close to the airport.
The price is not suitable for the value of the service.
It is overpriced",2023-07-01,PostCovid,0
,,False,,"Village Hotel Changi Good service, nice clean hotel. 12 min drive to airport. Good food nearby. Just no MRT nearby but does have a lot of buses. Spacious rooms. Less crowded part of Singapore. Golf course nearby. Helpful staff.",2023-07-01,PostCovid,0
business,,False,,"Excellent trip. Excellent trip. I arrived later due to the airline delay. HOTEL prepared dinner for me. Very good.
If next time I go to Singapore I will choose VILLAGE HOTEL CHANGI ! And I will introduce my friends and college to order Village Hotel Changi!",2023-07-01,PostCovid,0
family,,False,,"Excellent stopover alternative For the price paid, around $150, I would have to say that this hotel offers excellent value for money. The rooms were spacious and clean and with the promotion that included an upgraded room
we enjoyed sea views.

We enjoyed a night time swim on the rooftop pool. An excellent idea of the resort to keep this open late at night….many guests were enjoying this space as late as 10pm. It’s no Marina Bay Sands pool, but it’s still very nice.

Changi Village is closer to the airport than downtown so you also save a few dollars on the taxi fare. Moreover, it was a nice change being in the relaxing and calm Changi Village rather than the busy downtown or orchard road areas.

Their is a hawker centre nearby and a number of good restaurants. The Indian gentlemen on reception and door duty offered an exceptional standard of hospitality and professionalism as he got us 2 taxis and helped us with our bags.",2023-06-01,PostCovid,0
,,False,,Bad shower structure and slow in delivering goods Slow service and bad shower structure which make it inconvenient when you wanna shower to use the rain fall. Wont come back again for sure cause the hotel is quite old and service is too slow . Stay away,2023-07-01,PostCovid,0
,,False,,Lay over For one night we needed a hotel betreten 2 flights. Changi Village is close to the airport. You will find some Restaurants 2 minutes from the hotel..very comfy. The hotel itself OS very good. Very friendly and Service oriented Staffel. Thx,2023-07-01,PostCovid,0
,,False,,"Excellent staycation venue for us We’ve done several staycations the last 3 years (Fullerton, Shangri-La and this), and this one has been the best for a family staycation.

We had the combo sea-land-air experience. There being a short stroll to the beautiful Changi Beach where my child could play in the sand, where our family did a family cycle. We also had the best plane viewing experience in the infinity pool on the rooftop.

Also a stone throw away from Changi hawker centre, and the Sea Grill at Changi beach was great too.",2023-07-01,PostCovid,0
,,False,,"Poor quality hotel If I hadn’t paid in full, I would not have checked in. The pictures on the internet showed a nice hotel but there has clearly been nothing done to the hotel since then. The place is old and dirty with a lot of work needed.",2023-06-01,PostCovid,0
couple,,False,,"Nice location for those who want to be near Changi Airport Stayed for one night while on my way to Kuala Lumpur. Front staff are little slow and need some training.
Quality of the room is excellent with all required amenities. Bed is very comfortable and had a quality sleep.
It is almost attached Changi City Mall and there are number of restaurants in and outside the mall. Indian, Thai, Japanese restaurants are nearby.
One can easily reach from Airport by Airport Express which stop at MRT Expo station and it is about 4 minutes walk from the station. Also one can use subway to reach city center. Hotel staff assist in getting a cab . Very convenient.",2023-06-01,PostCovid,0
,,False,,"No recommended to stay Toilet bowl in dirty and basin scratches like lots of hairs on it. Bedroom floor sticky like never mop. Bedsheet with smell like no change from last guest. The mattress like many years never change, total 4  pillows but two with bad smell like no change cover at all!",2023-06-01,PostCovid,0
,,False,,"na nice feeling and well received from time check in till check out, staff was very helpful, hotel location is very good and easy accessible to places around. i will certainly like to stay in this hotel again for transit.",2023-06-01,PostCovid,0
,,False,,"Perfect for long flight layover Was her for 2 nights as I had a long flight connection  Pros Near the airport, at the same time in close proximity and access to some tourist experience eg Hawkers market Within walking distance to a variety of restaurants and mini supermarkets  Clean, comfortable rooms will daily replenishment of toiletries, coffee- Room also has hair drier, fridge, TV, iron... Tap water is safe to drink Friendly and helpful reception & hotel staff- missed my flight, almost freaked out  and was reassured by ""Akbar"" who offered to help Lastly- great ambiance, well designed, some renovation was going on  Cons Extremely weak internet- discontinued every 10-20 seconds, was provided with a wireless modem on last day after I mentioned to reception  Breakfast is only meal served, I understand other",2023-06-01,PostCovid,0
,,False,,"Staffs not well trained  Teach your staff how to talk to other hoteliers when asking for guest enquiries , lady on call didn’t know basic mannerisms of English .. obviously no passions .. worse customer service even better where she ends call with no greetings but very rude  ",2023-06-01,PostCovid,0
,,False,,"Not all that We paid £115 for a room that looked like a cell in jail !!!! The hotel looks amazing but the inside rooms are terrible !!! The hotel receptionist customer service was average , did not seem bothered at all",2023-06-01,PostCovid,0
,,False,,"Above avarage reasonable price, overall is good. The only one thing i would like to mention that is the air-condition (room number 561) not function good, and the bed is too soft for me, also they do not provide any drinking water in the room. thank you.",2023-06-01,PostCovid,0
,,False,,"Needs a facelift We stayed in 2019 and had a wonderful experience. But after Covid, we found the rooms a bit rundown. The bathroom was not cleaned properly and there were stains on the mattress. The breakfast selection was just average with the fried rice not being very tasty and we were served half an omelette. ",2023-06-01,PostCovid,0
,,False,,"under renovation, not ready The hotel is still under renovation, not ready to receive guests. No lunch, dinner provided for restuarant. Poor connectivity, no shuttle bus, may take a long time to book a taxi, bat flying to the swimming pool at  nite. ",2023-06-01,PostCovid,1
,,False,,"Short stayca Hotel was near local food spread, had difficulty choosing what food to buy every meal time. Bed was so comfy that it made it difficult to wake up and get food. The beach n naturewalks was a good mindrefresher n quick bodyworkout for more foodcomatose.  Kids love it. It was great. ",2023-06-01,PostCovid,0
,,False,,Best Hotel to Stay in Singapore In Singapore I have stayed in many hotels. But I recommend Village Hotel Changi without any second thoughts.  The reasons to stay in this hotel: Value for money  Spacious rooms  Cleanliness of the rooms and the premises Friendly staff  If we request for early check-ins and late check-outs they allow if the room is available Privacy Calm environment We can place our luggages and bags with them before checking-in and even after check-out  The only drawback: This hotel is situated bit far from tourist attractions.  But can reach almost anywhere within 1 hour by public transport and 30 minutes by taxi  I will return back for sure.,2023-05-01,PostCovid,1
,,False,,"Easy Access to Airport and Bus Stops If you want a hotel near bus stops and the airport, here is the hotel I can recommend. The hotel has a quiet environment with 2 convenience stores near the bus stops. It is near the hawker center, a lot of restaurants to eat, an ice cream shop and coffee shop. Hotel Service is good, the roof top hotel has a nice view. it takes 3 to 5 min walk to the nearest bus stop. Going to the city and to the nearest MRT station takes at least 2 transfers. But if you want to visit Major cities and tourist spots, travel time takes 30min to 1 hour and 30min with various transfers.",2023-06-01,PostCovid,0
